id,title,year,description,category,region,difficulty,source
europe-macedonian-wars-215,Macedonian Wars Begin,-215,Rome fought Macedon for control of Greece.,war,europe,4,britannica
europe-cynoscephalae-197,Battle of Cynoscephalae,-197,Rome defeated Philip V of Macedon.,war,europe,4,britannica
europe-pydna-168,Battle of Pydna,-168,Rome crushed the Macedonian phalanx.,war,europe,4,britannica
europe-corinth-destroyed-146,Romans Destroy Corinth,-146,Rome sacked the last Greek city-state.,war,europe,4,britannica
europe-achaea-province-146,Achaea Becomes a Province,-146,Rome annexed southern Greece.,politics,europe,4,britannica
europe-sulla-sacks-athens-86,Sulla Sacks Athens,-86,Roman troops plundered Athens.,war,europe,5,britannica
europe-pausanias-guide-160,Pausanias Writes a Guide,160,Pausanias described the monuments of Greece.,culture,europe,5,britannica
europe-herulians-athens-267,Herulians Sack Athens,267,Germanic raiders burned Athens.,war,europe,5,britannica
europe-olympics-banned-393,Olympics Abolished,393,Theodosius banned the ancient games.,sports,europe,4,britannica
europe-christian-greece-400,Christianity Spreads in Greece,400,Christian churches replaced pagan temples.,culture,europe,4,britannica
europe-slavic-migrations-580,Slavic Migrations,580,Slavic peoples settled the Balkans.,culture,europe,5,britannica
europe-byzantine-bulgaria-810,Byzantine-Bulgarian Wars,810,Byzantium fought the Bulgarian empire.,war,europe,5,britannica
europe-fourth-crusade-1204,Fourth Crusade Sacks Constantinople,1204,Crusaders divided the Byzantine lands.,war,europe,3,britannica
europe-achaea-principality-1205,Principality of Achaea,1205,Crusaders founded states in Greece.,politics,europe,5,britannica
europe-venice-crete-1210,Venice Takes Crete,1210,Venice ruled Crete for centuries.,politics,europe,5,britannica
europe-byzantine-scholars-1453,Byzantine Scholars Flee,1453,Scholars carried Greek learning to Italy.,culture,europe,4,britannica
europe-ottoman-athens-1458,Ottomans Conquer Athens,1458,Ottoman rule reached the Greek lands.,war,europe,4,britannica
europe-ottoman-morea-1460,Ottomans Take the Morea,1460,The Peloponnese fell to the Ottomans.,war,europe,5,britannica
europe-greek-printing-1476,First Greek Printing Press,1476,Greek books were printed for the first time.,technology,europe,5,britannica
europe-ottoman-crete-1669,Ottomans Take Crete,1669,Crete fell after a long siege.,war,europe,5,britannica
europe-morean-war-1685,Morean War,1685,Venice briefly won the Peloponnese.,war,europe,5,britannica
europe-greek-enlightenment-1700,Greek Enlightenment,1700,Greek scholars revived classical learning.,culture,europe,5,britannica
europe-rigas-executed-1797,Rigas Feraios Executed,1797,An early independence martyr was hanged.,politics,europe,5,britannica
europe-greek-independence-1821,Greek War of Independence,1821,Greeks rose against Ottoman rule.,war,europe,2,britannica
europe-missolonghi-1826,Siege of Missolonghi,1826,A desperate Greek garrison fell to the Ottomans.,war,europe,4,britannica
europe-navarino-1827,Battle of Navarino,1827,Allied fleets destroyed the Ottoman navy.,war,europe,3,britannica
europe-constantinople-treaty-1832,Treaty of Constantinople,1832,The powers recognized Greek independence.,politics,europe,4,britannica
europe-otho-king-1833,Otto Becomes King,1833,A Bavarian prince ruled the new state.,politics,europe,4,britannica
europe-athens-capital-1834,Athens Becomes Capital,1834,Athens replaced Nafplio as the capital.,politics,europe,4,britannica
europe-modern-olympics-1896,First Modern Olympics,1896,Athens hosted the revived games.,sports,europe,2,britannica
europe-balkan-wars-1912,Balkan Wars,1912,Greece won new territory in the Balkans.,war,europe,4,britannica
europe-crete-union-1913,Crete Unites with Greece,1913,Crete joined the Greek state.,politics,europe,4,britannica
europe-greece-ww1-1917,Greece Enters World War I,1917,Greece joined the Allies.,war,europe,4,britannica
europe-greco-turkish-war-1919,Greco-Turkish War,1919,Greece fought Turkey over Anatolia.,war,europe,4,britannica
europe-asia-minor-1922,Asia Minor Catastrophe,1922,Greek forces fled Anatolia as refugees.,war,europe,4,britannica
europe-metaxas-1936,Metaxas Takes Power,1936,A dictatorship ruled Greece.,politics,europe,5,britannica
europe-ohi-day-1940,Ohi Day,1940,Greece rejected Mussolini's ultimatum.,war,europe,4,britannica
europe-battle-crete-1941,Battle of Crete,1941,German paratroopers seized Crete.,war,europe,4,britannica
europe-greek-civil-war-1946,Greek Civil War,1946,Royalists fought communist rebels.,war,europe,4,britannica
europe-greece-nato-1952,Greece Joins NATO,1952,Greece joined the Western alliance.,politics,europe,4,britannica
europe-military-junta-1967,Military Junta,1967,Colonels seized control of Greece.,politics,europe,4,britannica
europe-junta-falls-1974,Junta Falls,1974,Democracy returned to Greece.,politics,europe,3,britannica
europe-greece-eec-1981,Greece Joins the EEC,1981,Greece entered the European Community.,politics,europe,3,britannica
europe-athens-olympics-2004,Athens Hosts the Olympics,2004,The games returned to their birthplace.,sports,europe,3,britannica
europe-debt-crisis-2009,Greek Debt Crisis,2009,Greece's debt crisis shook the eurozone.,politics,europe,3,britannica
