Text,Language
Maalintii toddobaadna Ilaah wuu dhammeeyey shuqulkiisii uu sameeyey; oo maalintii toddobaad ayuu ka nastay shuqulkiisii uu sameeyey oo dhanba.,Somali
"Oo Ilaah wuu barakeeyey maalintii toddobaad, quduusna wuu ka dhigay; maxaa yeelay, maalintaas ayaa Ilaah ka nastay shuqulkiisii uu sameeyey ee ahaa abuuridda oo dhan.",Somali
"Kuwanu waa bilowgii samada iyo dhulka kolkii la abuuray iyaga, maalintii Rabbiga Ilaah ahu sameeyey dhulka iyo samada.",Somali
"Dhirta duurkuna weli kuma ay oollin dhulka, geedaha yaryar oo duurkuna weli sooma ay bixin: waayo, Rabbiga Ilaah ahu dhulka roob kuma soo dayn, nin dhulka beeraana ma jirin;",Somali
"laakiin ceeryaamo baa dhulka kor uga soo bixi jirtay, oo waraabin jirtay dhulka dushiisa oo dhan.",Somali
"Rabbiga Ilaah ahuna nin buu ka sameeyey ciidda dhulka, dulalka sankiisana wuxuu kaga afuufay neeftii nolosha; ninkiina wuxuu noqday naf nool.",Somali
Oo Rabbiga Ilaah ahu beer buu ka beeray xagga bari ee Ceeden; oo halkaasuuna geeyey ninkii uu sameeyey.,Somali
"Rabbiga Ilaah ahuna wuxuu dhulka ka soo bixiyey geed kasta oo indhaha u roon, oo cunto ku wanaagsan; beerta dhexdeedana wuxuu ka soo bixiyey geedkii nolosha iyo geedkii aqoonta wanaagga iyo xumaanta.",Somali
"Ceedenna webi baa ka baxay inuu beerta waraabiyo; halkaasuuna ku kala qaybsamay, wuxuuna noqday afar madax.",Somali
"Kan kowaad magiciisu wuxuu ahaa Fiishoon: kaasu waa kan ku wareegsan dhulka Xawiilaah oo dhan, meeshaas oo dahab leh;",Somali
oo dahabka dhulkaasu waa wanaagsan yahay: oo meeshaasuna waxay leedahay beduliyum iyo dhagaxyo onika la yidhaahdo.,Somali
Webiga labaad magiciisuna waa Giixoon: kaasuna waa kan ku wareegsan dhulka Kuush oo dhan.,Somali
Webiga saddexaad magiciisuna waa Xiddeqel: kaasu waa kan Ashuur dhankeeda bari mara. Webiga afraadna waa Yufraad.,Somali
Rabbiga Ilaah ahuna ninkii wuu kaxeeyey oo wuxuu geeyey beer Ceeden inuu falo oo dhawro.,Somali
"Rabbiga Ilaah ahuna wuxuu ninkii ku amray isagoo leh, Geed kasta oo beerta ku yaal wax baad ka cuni kartaa:",Somali
"laakiin geedka aqoonta wanaagga iyo xumaanta waa inaanad waxba ka cunin: waayo, maalintii aad wax ka cuntid hubaal waad dhiman doontaa.",Somali
"Oo Rabbiga Ilaah ahu wuxuu yidhi, Ma wanaagsana in ninku keligiis ahaado; waxaan u samayn doonaa mid caawisa oo ku habboon.",Somali
"Rabbiga Ilaah ahuna wuxuu ciidda ka sameeyey dugaag kasta oo duurka jooga, iyo haad kasta oo hawada duula; oo iyagii wuxuu u keenay ninkii, inuu arko wuxuu u bixiyo; oo wax kastoo ninkii u bixiyey uun kasta oo nool ayaa magiciisii noqday.",Somali
"Oo ninkii baa magacyo u bixiyey xoolaha oo dhan, iyo haadda hawada, iyo dugaag kasta oo duurka jooga, laakiin ninkii looma helin mid caawisa oo ku habboon.",Somali
"Oo Rabbiga Ilaah ahu hurdo weyn buu ku riday ninkii, kolkaasuu gam'ay; kolkaasuu wuxuu ka bixiyey feedhihiisii middood, meesheediina hilib buu ku awday.",Somali
"Oo feedhii Rabbiga Ilaah ahu ka bixiyey ninka ayuu naag ka sameeyey, oo wuxuu iyadii u keenay ninkii.",Somali
"Ninkiina wuxuu yidhi, Tanu hadda waa laf ka mid ah lafahayga, iyo hilib ka mid ah hilibkayga: waxaa iyada loogu yeedhi doonaa Naag, maxaa yeelay, iyada waxaa laga soo saaray Nin.",Somali
"Sidaas daraaddeed nin wuxuu ka tegayaa aabbihiis iyo hooyadiis, wuxuuna la joogayaa naagtiisa: oo waxay noqonayaan isku jidh.Oo labadooduba way qaawanaayeen, ninka iyo naagtiisuba, mana ay xishoonaynin.",Somali
"Oo labadooduba way qaawanaayeen, ninka iyo naagtiisuba, mana ay xishoonaynin.",Somali
"Haddaba abeesadu way ugu khiyaano badnayd bahal kasta ee duurka jooga oo Rabbiga Ilaah ahu sameeyey. Oo waxay naagtii ku tidhi, Ilaah miyuu idinku yidhi, Waa inaydnaan waxba ka cunin geed kasta oo beerta ku yaal?",Somali
"Naagtiina waxay abeesadii ku tidhi, Midhaha geedaha beerta waannu cuni karnaa;",Somali
"laakiinse midhaha geedka beerta dhexdeeda ku yaal, Ilaah wuxuu nagu yidhi, Waa inaydnaan waxba ka cunin, ama aydnaan taaban, yeydnan dhimanine.",Somali
"Abeesadiina waxay naagtii ku tidhi, Ma dhiman doontaan;",Somali
"waayo, Ilaah wuxuu og yahay in maalinta aad cuntaan ay indhihiinnu furmi doonaan, oo aad noqon doontaan sida Ilaah oo kale, idinkoo kala garanaya wanaagga iyo xumaanta.",Somali
"Oo markii naagtii aragtay in geedkii cunto ku wanaagsan yahay, oo indhaha u roon yahay, oo uu yahay geed caqli lagu yeesho, ayay midho ka qaadatay, oo cuntay; ninkeedii la joogayna wax bay ka siisay, oo isagiina wuu cunay.",Somali
"Oo labadoodiiba indhahoodii way furmeen, oo waxay garteen inay qaawan yihiin; waxayna isku tosheen caleemo berde, oo ay gunti ka samaysteen.",Somali
"Oo waxay maqleen codkii Rabbiga Ilaaha ah, isagoo beerta dhex socda kolkii maalintu qaboobayd: oo ninkii iyo naagtiisii way iska qariyeen Ilaah, oo waxay ku dhuunteen geedihii beerta dhexdooda.",Somali
"Oo Rabbiga Ilaah ahu wuu u yeedhay ninkii, oo wuxuu ku yidhi, Xaggee baad joogtaa?",Somali
"Isagiina wuxuu yidhi, Codkaagaan beerta ka dhex maqlay, waanan cabsaday, maxaa yeelay, waan qaawanaa; oo waan isqariyey.",Somali
"Kolkaasuu ku yidhi, Yaa kuu sheegay inaad qaawan tahay? Miyaad wax ka cuntay geedkii aan kugu amray inaadan wax ka cunin?",Somali
"Ninkiina wuxuu yidhi, Naagtii aad i siisay inay ila joogto ayaa geedkii wax iga siisay, oo anna waan cunay.",Somali
"Oo Rabbiga Ilaah ahu wuxuu naagtii ku yidhi, Waa maxay waxan aad samaysay? Naagtiina waxay tidhi, Abeesadaa i khiyaanaysay oo anna waan cunay.",Somali
"Oo Rabbiga Ilaah ahu wuxuu abeesadii ku yidhi, Waxan aad samaysay aawadiis waad ka habaaran tahay xoolaha oo dhan, iyo dugaag kasta oo duurka jooga; waxaanad ku socon doontaa boggaaga, ciid baanad cuni doontaa maalmaha cimrigaaga oo dhan:",Somali
"oo colaad baan idin dhex dhigi doonaa adiga iyo naagta, iyo farcankaaga iyo farcankeeda; oo madaxaaguu burburin doonaa, adiguna cedhibtiisaad burburin doontaa.",Somali
"Naagtiina wuxuu ku yidhi, Dhibtaada iyo wallacaaga aad baan u badin doonaa; oo dhib baad carruur ku dhali doontaa; oo waxay doonistaadu ahaan doontaa ninkaaga, wuuna kuu talin doonaa.",Somali
"Aadanna wuxuu ku yidhi, Codkii naagtaadaad maqashay oo waxaad wax ka cuntay geedkii aan kugu amray, anigoo leh, Waa inaadan waxba ka cunin, sidaas daraaddeed dhulku waa habaaran yahay adiga aawadaa; maalmaha cimrigaaga oo dhanna dhibaataad wax kaga cuni doontaa.",Somali
"Qodxan iyo yamaarugna waa kaaga soo bixi doonaan, waxaanad cuni doontaa geedaha yaryar oo duurka.",Somali
"Wejigaagoo dhididsan baad wax cuni doontaa, ilaa aad dhulka ku noqotid; maxaa yeelay, dhulkaa lagaa qaaday; waayo, ciid baad tahay, ciid baadna ku noqon doontaa.",Somali
"Ninkiina wuxuu naagtiisii u bixiyey Xaawa, maxaa yeelay, waxay ahayd hooyadii waxa nool oo dhan.",Somali
"Rabbiga Ilaah ahuna wuxuu Aadan iyo naagtiisii u sameeyey dhar harag ah, wuuna u xidhay iyagii.",Somali
"Oo Rabbiga Ilaah ahuna wuxuu yidhi, Ninku wuxuu noqday sidii mid innaga mid ah, isagoo garanaya wanaagga iyo xumaanta; oo haatan, waaba intaasoo uu gacantiisa soo fidiyaa, oo uu wax ka qaataa geedka nolosha, oo uu cunaa oo uu weligiis noolaadaa:",Somali
"sidaas daraaddeed Ilaah isaga wuu ka saaray Beer Ceeden, si uu u beerto dhulkii isaga laga soo qaaday.Kolkaasuu ninkii eryay; Beer Ceeden barigeedana wuxuu taagay Keruubiim, iyo seef ololaysa, oo dhan walba u jeesanaysa, si ay u dhawrto jidka geedka nolosha.",Somali
"Kolkaasuu ninkii eryay; Beer Ceeden barigeedana wuxuu taagay Keruubiim, iyo seef ololaysa, oo dhan walba u jeesanaysa, si ay u dhawrto jidka geedka nolosha.",Somali
"Ninkiina naagtiisii Xaawa ahayd buu u tegey; wayna uuraysatay, oo Qaabiil bay dhashay, oo waxay tidhi, Wiil baan ku helay Rabbiga caawimaaddiisa.",Somali
"Dabadeedna waxay dhashay walaalkiis Haabiil. Haabiilna wuxuu ahaa adhijir, laakiin Qaabiil wuxuu ahaa beerfale.",Somali
Maalmo dabadeed waxay noqotay in Qaabiil qurbaan ahaan Rabbiga ugu keenay midhihii dhulka.,Somali
Haabiilna wuxuu wax uga keenay curadyadii adhigiisa iyo baruurtoodiiba. Rabbiguna wuu eegay Haabiil iyo qurbaankiisii;,Somali
"laakiinse Qaabiil iyo qurbaankiisii Rabbigu ma uu eegin. Qaabiilna aad buu u cadhooday, wejigiisiina wuu madoobaaday.",Somali
"Oo Rabbigu wuxuu ku yidhi Qaabiil, Maxaad u cadhoonaysaa? Maxaase wejigaagu u madoobaaday?",Somali
"Haddaad wax wanaagsan samaysid, sow laguma aqbaleen? Haddaadan wax wanaagsan samaynse, dembi illinkuu kuugu gabbanayaa; doonistiisuna aday noqon doontaa, adiguna waa inaad xukuntid isaga.",Somali
"Qaabiilna wuxuu ku yidhi walaalkiis Haabiil, Ina keen, aynu duurka tagnee. Waxaana dhacday, markii ay duurka joogeen, in Qaabiil walaalkiis Haabiil ku kacay oo dilay isagii.",Somali
"Rabbiguna wuxuu Qaabiil ku yidhi, Walaalkaa Haabiil meeh? Kolkaasuu yidhi, Ma aqaan: ma anigaa ah walaalkay ilaaliyihiisa?",Somali
"Kolkaasaa Ilaah ku yidhi, Maxaad samaysay? Codkii dhiiggii walaalkaa ayaa dhulka iiga dhawaaqayaye.",Somali
Oo haatan waad ka habaaran tahay dhulkii afkiisa u kala qaaday si uu dhiiggii walaalkaa gacantaada uga helo.,Somali
"Kolkii aad dhulka beeratid, wax badan kuuma dhali doono. Waxaad dhulka ku noqon doontaa mid carcarara oo warwareega.",Somali
"Qaabiilna wuxuu Rabbiga ku yidhi, Taqsiirtaydu waa ka sii badan tahay wax aan qaadi karo.",Somali
"Bal eeg, maanta dhulkaad iga eriday, wejigaagana waan ka qarsoonaan doonaa, waxaanan dhulka ku noqon doonaa mid carcarara oo warwareega; waxaana dhici doonta in kii i arkaaba i dili doono.",Somali
"Oo Rabbigu wuxuu ku yidhi isagii, Sidaas daraaddeed ku alla kii dila Qaabiil, waxaa looga aargudan doonaa toddoba labanlaab. Rabbiguna calaamad buu u sameeyey Qaabiil, si aanu ku alla kii arkaaba u dilin.",Somali
"Qaabiilna Rabbiga hortiisuu ka tegey, oo wuxuu degay dalkii la odhan jiray Nood, oo xagga bari oo Ceeden ku yiil.",Somali
"Qaabiilna naagtiisuu u tegey; wayna uuraysatay, oo waxay dhashay Enoog. Wuxuuna dhisay magaalo, oo magaaladiina wuxuu ku magacaabay magicii wiilkiisii Enoog.",Somali
"Enoogna waxaa u dhashay Ciiraad, Ciiraadna wuxuu dhalay Mexuuya'el, Mexuuya'elna wuxuu dhalay Metuusha'el, Metuusha'elna wuxuu dhalay Lameg.",Somali
"Lamegna wuxuu guursaday laba naagood; mid magaceedu wuxuu ahaa Caadah, tan kalena magaceedu wuxuu ahaa Sillah.",Somali
Caadahna waxay dhashay Yaabaal: isna wuxuu ahaa aabbihii kuwa teendhooyinka deggan oo xoolaha leh.,Somali
Magaca walaalkiisna wuxuu ahaa Yuubaal; isna wuxuu ahaa aabbihii kuwa kataaradda iyo biibiilaha garaaca.,Somali
Sillahna waxay dhashay Tuubalqayin oo ahaa mid tumi jiray alaabtii naxaasta iyo birta ahayd oo dhan; Tuubalqayin walaashiisna waxay ahayd Nacmah.,Somali
"Lamegna wuxuu naagihiisii ku yidhi: Caadah iyo Sillahay, codkayga maqla; Lameg naagihiisow, hadalkayga dhegaysta; Nin baan u dilay dhaawicid uu i dhaawacay aawadeed, Iyo nin dhallinyar dhufashadii uu wax igu dhuftay aawadeed.",Somali
"Haddii Qaabiil toddoba labanlaab looga aargudan lahaa, Runtii Lameg waa in toddoba iyo toddobaatan labanlaab looga aar gutaa.",Somali
"Aadanna naagtiisii mar kale ayuu u tegey; waxayna dhashay wiil, magiciisiina waxay u bixisay Seed, iyadoo leh, Ilaah abuur kaluu ii soo dhigay Haabiil meeshiisii; waayo, Qaabiil baa dilay isagii.Seedna waxaa u dhashay wiil, magiciisiina wuxuu u bixiyey Enoos; markaasaa dadkii waxay bilaabeen inay Rabbiga ku baryaan magiciisa.",Somali
"Seedna waxaa u dhashay wiil, magiciisiina wuxuu u bixiyey Enoos; markaasaa dadkii waxay bilaabeen inay Rabbiga ku baryaan magiciisa.",Somali
"Kanu waa buuggii farcankii Aadan. Maalintii Ilaah ninkii abuuray, ekaanta Ilaah buu ka sameeyey isagii;",Somali
"wuxuu abuuray iyagoo lab iyo dhaddig ah; wuuna barakeeyey iyagii, magacoodiina wuxuu u bixiyey Aadan maalintii iyagii la abuuray.",Somali
"Aadanna wuxuu jiray boqol iyo soddon sannadood, wuxuuna dhalay wiil isagii u eg oo araggiisii leh; magiciisiina wuxuu u bixiyey Seed.",Somali
Aadanna markuu Seed dhalay ka dib wuxuu noolaa siddeed boqol oo sannadood; wiilal iyo gabdhona wuu dhalay.,Somali
Wakhtigii Aadan noolaa oo dhammuna wuxuu ahaa sagaal boqol iyo soddon sannadood; dabadeedna wuu dhintay.,Somali
"Seedna wuxuu jiray boqol iyo shan sannadood, wuxuuna dhalay Enoos.",Somali
"Seedna markuu Enoos dhalay ka dib wuxuu noolaa siddeed boqol iyo toddoba sannadood, wiilal iyo gabdhona wuu dhalay.",Somali
Wakhtigii Seed noolaa oo dhammuna wuxuu ahaa sagaal boqol iyo laba iyo toban sannadood; dabadeedna wuu dhintay.,Somali
"Enoosna wuxuu jiray sagaashan sannadood, wuxuuna dhalay Qaynaan.",Somali
"Enoosna markuu Qaynaan dhalay ka dib wuxuu noolaa siddeed boqol iyo shan iyo toban sannadood, wiilal iyo gabdhona wuu dhalay.",Somali
Wakhtigii Enoos noolaa oo dhammuna wuxuu ahaa sagaal boqol iyo shan sannadood; dabadeedna wuu dhintay.,Somali
"Qaynaanna wuxuu jiray toddobaatan sannadood, wuxuuna dhalay Mahalale'el.",Somali
"Qaynaanna markuu Mahalale'el dhalay ka dib wuxuu noolaa siddeed boqol iyo afartan sannadood, wiilal iyo gabdhona wuu dhalay.",Somali
"Wakhtigii Qaynaan noolaa oo dhammuna wuxuu ahaa sagaal boqol iyo toban sannadood, dabadeedna wuu dhintay.",Somali
"Mahalale'elna wuxuu jiray shan iyo lixdan sannadood, wuxuuna dhalay Yaared.",Somali
"Mahalale'elna markuu Yaared dhalay ka dib wuxuu noolaa siddeed boqol iyo soddon sannadood, wiilal iyo gabdhona wuu dhalay.",Somali
"Wakhtigii Mahalale'el noolaa oo dhammuna wuxuu ahaa siddeed boqol iyo shan iyo sagaashan sannadood, dabadeedna wuu dhintay.",Somali
"Yaaredna wuxuu jiray boqol iyo laba iyo lixdan sannadood, wuxuuna dhalay Enoog.",Somali
"Yaaredna markuu Enoog dhalay ka dib wuxuu noolaa siddeed boqol oo sannadood, wiilal iyo gabdhona wuu dhalay.",Somali
Wakhtigii Yaared noolaa oo dhammuna wuxuu ahaa sagaal boqol iyo laba iyo lixdan sannadood; wuuna dhintay.,Somali
"Enoogna wuxuu jiray shan iyo lixdan sannadood, wuxuuna dhalay Metushelax.",Somali
"Enoogna wuxuu la socday Ilaah saddex boqol oo sannadood markuu Metushelax dhalay ka dib, wiilal iyo gabdhona wuu dhalay.",Somali
Wakhtigii Enoog jiray oo dhammuna wuxuu ahaa saddex boqol iyo shan iyo lixdan sannadood.,Somali
"Enoogna Ilaah buu la socday; waana la waayay; maxaa yeelay, Ilaah baa qaatay isagii.",Somali
"Metushelaxna wuxuu jiray boqol iyo toddoba iyo siddeetan sannadood, wuxuuna dhalay Lameg.",Somali
"Metushelaxna wuxuu noolaa markuu Lameg dhalay ka dib toddoba boqol iyo laba iyo siddeetan sannadood, wiilal iyo gabdhona wuu dhalay.",Somali
Wakhtigii Metushelax noolaa oo dhammuna wuxuu ahaa sagaal boqol iyo sagaal iyo lixdan sannadood; dabadeedna wuu dhintay.,Somali
Lamegna wuxuu jiray boqol iyo laba iyo siddeetan sannadood; wuxuuna dhalay wiil:,Somali
"magiciisiina wuxuu u bixiyey Nuux, isagoo leh, Kanu waa inooga raaxayn doonaa shuqulkeenna iyo hawsha gacmaheenna, xagga dhulka Ilaah habaaray.",Somali
"Lamegna markuu Nuux dhalay ka dib wuxuu noolaa shan boqol iyo shan iyo sagaashan sannadood, wiilal iyo gabdhona wuu dhalay.",Somali
"Wakhtigii Lameg noolaa oo dhammuna wuxuu ahaa toddoba boqol iyo toddoba iyo toddobaatan sannadood; dabadeedna wuu dhintay.Nuuxna wuxuu jiray shan boqol oo sannadood; wuxuuna dhalay Sheem, iyo Xaam, iyo Yaafed.",Somali
"Nuuxna wuxuu jiray shan boqol oo sannadood; wuxuuna dhalay Sheem, iyo Xaam, iyo Yaafed.",Somali
"Waxayna noqotay, markii ay bilaabatay in dadku ku bataan dhulka oo ay gabdho u dhashaan,",Somali
"in wiilashii Ilaah arkeen gabdhihii dadku inay wanaagsan yihiin, oo ay guursadeen in alla intay doorteen oo dhan.",Somali
"Rabbiguna wuxuu yidhi, Ruuxaygu lama sii dagaallami doono dadka weligiis, maxaa yeelay, isagu waa jidh, laakiinse cimrigiisu wuxuu noqon doonaa boqol iyo labaatan sannadood.",Somali
"Waagaas waxaa dhulka joogay dad waaweyn oo xoog badan, taas ka dibna kolkii wiilashii Ilaah u yimaadeen gabdhihii dadka, oo ay carruur u dhaleen, isla kuwaas waxay ahaayeen nimankii xoogga badnaa oo waagii hore ahaa raggii caanka ahaa.",Somali
"Rabbiguna wuxuu arkay in dadka sharkiisu ku badan yahay dhulka, iyo in male kasta oo fikirrada qalbigiisu ay shar keliya yihiin had iyo goorba.",Somali
"Rabbiguna wuxuu ka qoomamooday abuuriddii uu dadka ku abuuray dhulka, wuuna caloolxumaaday.",Somali
"Oo Rabbigu wuxuu yidhi, Waxaan dhulka ka baabbi'in doonaa dadkii aan abuuray; dadka, iyo weliba dugaagga, iyo waxa gurguurta, iyo haadda hawada; maxaa yeelay, waan ka qoomamooday samayntii aan sameeyey iyaga.",Somali
Laakiin Rabbigu Nuux raalli buu ka ahaa.,Somali
Kuwanu waa farcankii Nuux.,Somali
"Oo Nuux wuxuu dhalay saddex wiil oo ahaa Sheem, iyo Xaam iyo Yaafed.",Somali
"Dhulkuna wuu kharribnaa Ilaah hortiisa, dhulkana dulmi baa ka buuxsamay.",Somali
"Ilaahna wuxuu arkay dhulka, oo bal eeg, wuu kharribnaa; waayo, intii jidh lahayd oo dhammu jidkooday ku kharribeen dhulka.",Somali
"Oo Ilaah wuxuu Nuux ku yidhi, Intii jidh leh oo dhan dhammaadkoodii aan dhammayn lahaa ayaa gaadhay; waayo, dhulkii waxaa ka buuxsamay dulmi iyaga ka yimid, oo bal eeg, iyagaan dhulka la baabbi'in doonaa.",Somali
"Doonni ka samayso qoryo gofer ah; qowladana ka dhex samee doonnida, daamurna ka mari dusha iyo hoostaba.",Somali
"Waa inaad sidatan u samaysid iyada: doonnida dhererkeeda waxaad ka dhigtaa saddex boqol oo dhudhun, ballaadhkeedana waxaad ka dhigtaa konton dhudhun, sarajooggeedana waxaad ka dhigtaa soddon dhudhun.",Somali
"Waa inaad dariishadna u samaysid doonnida, oo waxaad ku dhammaysaa in dhudhun ah ilaa xaggeeda sare, albaabka doonnidana dhinaca ka samee, dabaqad hoose, iyo tu labaad, iyo tu saddexaadna u samee iyada.",Somali
"Oo bal eeg, anigu daad biyo ah baan ku soo dayn dhulka, inaan baabbi'iyo inta jidhka leh oo dhan oo neefta noloshu ku jirto, inta samada ka hoosaysa; wax kasta oo dhulka joogaaba way dhiman doonaan.",Somali
"Laakiin axdigayga adigaan kula dhigan doonaa; oo doonnidaad soo geli doontaan, adiga, iyo wiilashaada, iyo naagtaada, iyo naagaha wiilashaada ee kula jiraba.",Somali
"Oo wax kasta oo nool oo jidh leh waa inaad cayn walba laba ka soo gelisaa doonnida, si ay kuula sii noolaadaan; waana inay ahaadaan lab iyo dhaddig.",Somali
"Haadda caynkooda, iyo xoolaha caynkooda, iyo wax kasta oo dhulka gurguurta caynkooda, cayn walba laba ka mid ihi ha kuu soo galeen, si ay u sii noolaadaan.",Somali
"Cuntada la cuno oo dhanna qaado, oo kulligeed ururso oo waxay idiin noqon doontaa cunto, adiga iyo iyagaba.Sidaasuu Nuux sameeyey; wax kasta sidii Ilaah ugu amray buu u sameeyey.",Somali
Sidaasuu Nuux sameeyey; wax kasta sidii Ilaah ugu amray buu u sameeyey.,Somali
"Oo Rabbigu wuxuu Nuux ku yidhi, Adiga iyo dadka gurigaaguba soo gala doonnida; waayo, waxaan arkay adigoo qarnigan xaq ku ah hortayda.",Somali
"Xoolaha daahirka ah toddoba iyo toddoba ka qaad, ku lab iyo dhaddiggiis; xoolaha aan daahirka ahaynna laba ka qaad, ku lab iyo dhaddiggiis;",Somali
"haadda hawadana toddoba iyo toddoba ka qaad, lab iyo dhaddig: si farcan ugu sii noolaado dhulka dushiisa oo dhan.",Somali
