Text,Language
ያሬድም ሄኖክን ከወለደ በኋላ የኖረው ስምንት መቶ ዓመት ሆነ፤ ወንዶችንም ሴቶችንም ወለደ።,Amharic
ያሬድም የኖረበት ዘመን ሁሉ ዘጠኝ መቶ ስድሳ ሁለት ዓመት ሆነ፤ ሞተም።,Amharic
ሄኖክም መቶ ስድሳ አምስት ዓመት ኖረ፥ ማቱሳላንም ወለደ፤,Amharic
ሄኖክም አካሄዱን ከእግዚአብሔር ጋር አደረገ፤ ማቱሳላንም ከወለደ በኋላ የኖረው ሁለት መቶ ዓመት ሆነ፤ ወንዶችንም ሴቶችንም ወለደ።,Amharic
ሄኖክም የኖረበት ዘመን ሁሉ ሦስት መቶ ስድሳ አምስት ዓመት ሆነ።,Amharic
ሄኖክም አካሄዱን ከእግዚአብሔር ጋር ስላደረገ አልተገኘም፤ እግዚአብሔር ወስዶታልና።,Amharic
ማቱሳላም መቶ ሰማኒያ ሰባት ዓመት ኖረ፥ ላሜሕንም ወለደ፤,Amharic
ማቱሳላም ላሜሕን ከወለደ በኋላ የኖረው ሰባት መቶ ሰማንያ ሁለት ዓመት ሆነ፤ ወንዶችንም ሴቶችንም ወለደ።,Amharic
ማቱሳላም የኖረበት ዘመን ሁሉ ዘጠኝ መቶ ስድሳ ዘጠኝ ዓመት ሆነ፤ ሞተም።,Amharic
ላሜሕም መቶ ሰማንያ ሁለት ዓመት ኖረ፥ ልጅንም ወለደ።,Amharic
ስሙንም። እግዚአብሔር በረገማት ምድር ከተግባራችንና ከእጅ ሥራችን ይህ ያሳርፈናል ሲል ኖኅ ብሎ ጠራው።,Amharic
ላሜሕም ኖኅን ከወለደ በኋላ የኖረው አምስት መቶ ስድሳ አምስት ዓመት ሆነ፤ ወንዶችንም ሴቶችንም ወለደ።,Amharic
ላሜሕ የኖረበት ዘመን ሁሉ ሰባት መቶ አርባ ሰባት ዓመት ሆነ፤ ሞተም።,Amharic
ኖኅም የአምስት መቶ ዓመት ሰው ነበረ፤ ኖኅም ሴምን ካምን ያፌትንም ወለደ።,Amharic
እንዲህም ሆነ፤ ሰዎች በምድር ላይ መብዛት በጀመሩ ጊዜ ሴቶች ልጆች ተወለዱላቸው፤,Amharic
የእግዚአብሔር ልጆችም የሰውን ሴቶች ልጆች መልካሞች እንደ ሆኑ አዩ፤ ከመረጡአቸውም ሁሉ ሚስቶችን ለራሳቸው ወሰዱ።,Amharic
እግዚአብሔርም። መንፈሴ በሰው ላይ ለዘላለም አይኖርም፥ እርሱ ሥጋ ነውና፤ ዘመኖቹም መቶ ሀያ ዓመት ይሆናሉ አለ።,Amharic
በእነዚያ ወራት ኔፊሊም በምድር ላይ ነበሩ፤ ደግሞም ከዚያ በኋላ የእግዚአብሔር ልጆች የሰውን ሴቶች ልጆች ባገቡ ጊዜ ልጆችን ወለዱላቸው፤ እነርሱም በዱሮ ዘመን ስማቸው የታወቀ ኃያላን ሆኑ።,Amharic
እግዚአብሔርም የሰው ክፉት በምድር ላይ እንደ በዛ፥ የልቡ አሳብ ምኞትም ሁልጊዜ ፈጽሞ ክፉ እንደ ሆነ አየ።,Amharic
እግዚአብሔርም ሰውን በምድር ላይ በመፍጠሩ ተጸጸተ፥ በልቡም አዘነ።,Amharic
እግዚአብሔርም። የፈጠርሁትን ሰው ከምድር ላይ አጠፋለሁ፥ ከሰው እስከ እንስሳ እስከ ተንቀሳቃሽም እስከ ሰማይ ወፍም ድረስ፤ ስለ ፈጠርኋቸው ተጸጽቼአለሁና አለ።,Amharic
ኖኅ ግን በእግዚአብሔር ፊት ሞገስን አገኘ።,Amharic
የኖኅ ትውልድ እንዲህ ነው። ኖኅም በትውልዱ ጻድቅ ፍጹምም ሰው ነበረ፤ ኖኅ አካሄዱን ከእግዚአብሔር ጋር አደረገ።,Amharic
ኖኅም ሦስት ልጆችን ሴምን ካምን ያፌትንም ወለደ።,Amharic
ምድርም በእግዚአብሔር ፊት ተበላሸች፤ ምድርም ግፍን ተሞላች።,Amharic
እግዚአብሔርም ምድርን አየ፥ እነሆም ተበላሸች፤ ሥጋን የለበሰ ሁሉ በምድር ላይ መንገዱን አበላሽቶ ነበርና።,Amharic
እግዚአብሔርም ኖኅን አለው። የሥጋ ሁሉ ፍጻሜ በፊቴ ደርሶአል፤ ከእነርሱ የተነሣ ምድር በግፍ ተሞልታለችና፤ እኔም እነሆ ከምድር ጋር አጠፋቸዋለሁ።,Amharic
ከጎፈር እንጨት መርከብን ለአንተ ሥራ፤ በመርከቢቱም ጉርጆችን አድርግ፥ በውስጥም በውጭም በቅጥራን ለቅልቃት።,Amharic
እርስዋንም እንዲህ ታደርጋታለህ፤ የመርከቢቱ ርዝመት ሦስት መቶ ክንድ፥ ወርድዋ አምሳ ክንድ፥ ከፍታዋ ሠላሳ ክንድ ይሁን።,Amharic
ለመርከቢቱም መስኮትን ታደርጋለህ፤ ከቁመትዋም ክንድ ሙሉ ትተህ ጨርሳት፤ የመርከቢቱንም በር በጎንዋ አድርግ፤ ታችኛውንም ሁለተኛውንም ሦስተኛውንም ደርብ ታደርግላታለህ።,Amharic
እኔም እነሆ ከሰማይ በታች የሕይወት ነፍስ ያለውን ሥጋ ሁሉ ለማጥፋት በምድር ላይ የጥፋት ውኃን አመጣለሁ፤ በምድር ያለው ሁሉ ይጠፋል።,Amharic
ቃል ኪዳኔንም ከአንተ ጋር አቆማለሁ፤ ወደ መርከብም አንተ ልጆችህንና ሚስትህን የልጆችህንም ሚስቶች ይዘህ ትገባለህ።,Amharic
ከአንተ ጋር በሕይወት ይኖሩ ዘንድ ሥጋ ካለው ከሕያው ሁሉ ሁለት ሁለት እያደረግህ ወደ መርከብ ታገባለህ፤ ተባትና እንስት ይሁን።,Amharic
