Text,Language
и Бог създаде човека по Своя образ; по Божия образ го създаде; мъж и жена ги създаде.,Bulgarian
"И Бог ги благослови. И рече им Бог: Плодете се и размножавайте, напълнете земята и обладайте я, и владейте над морските риби, над въздушните птици и над всяко живо същество, което се движи по земята.",Bulgarian
"И Бог рече: Вижте, давам ви всяка семеносна трева, която е по лицето на цялата земя и всяко дърво, което има в себе си плод на семеносно дърво; те ще ви бъдат за храна.",Bulgarian
"А на всичките земни зверове, на всичките въздушни птици, и на всичко, което пълзи по земята, в което има живот, давам, всяка зелена трева за храна; и стана така.",Bulgarian
"И Бог видя всичко, което създаде; и, ето, беше твърде добро. И стана вечер, и стана утро, ден шести.",Bulgarian
Така се свършиха небето и земята и цялото тяхно войнство.,Bulgarian
"И на седмия ден, като свърши Бог делата, които беше създал, на седмия ден си почина от всичките дела, които беше създал.",Bulgarian
"И благослови Бог седмия ден и го освети, защото в него си почина от всичките си дела, от всичко , което Бог беше създал и сътворил.",Bulgarian
"Това е произходът на небето и на земята при сътворението им във времето, когато Господ Бог създаде земя и небе.",Bulgarian
"А никакво полско растение още нямаше на земята и никаква полска трева не беше още поникнала; защото Господ Бог не беше дал дъжд на земята и нямаше човек, който да обработва земята;",Bulgarian
но пара се издигаше от земята та напояваше цялото лице на земята.,Bulgarian
"И Господ Бог създаде човека от пръст из земята, и вдъхна в ноздрите му жизнено дихание; и човекът стана жива душа.",Bulgarian
"И Господ Бог насади градината на изток, в Едем, и постави там човека, когото беше създал.",Bulgarian
"И Господ Бог направи да произраства от земята всяко дърво, що е красиво наглед и добро за храна, както и дървото на живота всред градината и дървото на познаване доброто и злото.",Bulgarian
"И река изтичаше от Едем да напоява градината, от гдето се разклоняваше и стана четири главни реки .",Bulgarian
"Името на едната е Фисон; тя е, която обикаля цялата Евилатска земя, гдето има злато.",Bulgarian
И златото на оная земя е добро там има още бделий и ониксов камък.,Bulgarian
"Името на втората река е Гион; тя е, която обикаля цялата Хуска земя",Bulgarian
"Името на третата река е Тигър*: тя е, която тече на изток от Асирия. А четвъртата река е Ефрат.",Bulgarian
"И Господ Бог взе човека и го засели в Едемската градина, за да я обработва и да я пази.",Bulgarian
"И Господ Бог заповяда на човека, казвайки: От всяко дърво в градината свободно да ядеш;",Bulgarian
"но от дървото на познаване доброто и злото, да не ядеш от него; защото в деня, когато ядеш от него, непременно ще умреш.",Bulgarian
И Господ Бог каза: Не е добре за човека да бъде сам; ще му създам подходящ помощник.,Bulgarian
"И Господ Бог създаде от земята всички полски зверове и всички въздушни птици; и ги приведе при човека, за да види как ще ги наименува; и с каквото име назовеше човекът всяко одушевено същество, това име му остана.",Bulgarian
"Така човекът даде имена на всеки вид добитък, на въздушните птици и на всички полски зверове. Но помощник, подходящ за човека не се намери.",Bulgarian
"Тогава Господ даде на човека дълбок сън, и той заспа; и взе едно от ребрата му, и изпълни мястото му с плът.",Bulgarian
"И Господ Бог създаде жената от реброто, което взе от човека и я приведе при човека.",Bulgarian
"А човекът каза: Тази вече е кост от костите ми и плът от плътта ми; тя ще се нарече Жена, защото от Мъжа бе взета.",Bulgarian
Затова ще остави човека баща си и майка си и ще се привърже към жена си и те ще бъдат една плът.,Bulgarian
"А и двамата, човекът и жена му бяха голи и не се срамуваха.",Bulgarian
"А змията беше най-хитра от всички полски зверове, които Господ Бог беше създал. И тя рече на жената: Истина ли каза Бог да не ядете от всяко дърво в градината?",Bulgarian
Жената рече на змията: От плода на градинските дървета можем да ядем;,Bulgarian
"но от плода на дървото, което е всред градината, Бог каза: Да не ядете от него, нито да се допрете до него, за да не умрете.",Bulgarian
А змията рече на жената: Никак няма да умрете;,Bulgarian
"но знае Бог, че в деня, когато ядете от него, ще ви се отворят очите и ще бъдете, като Бога, да познавате доброто и злото.",Bulgarian
"И като видя жената, че дървото беше добро за храна, и че беше приятно за очите, дърво желателно, за да дава знание, взе от плода му та яде, даде и на мъжа си да яде с нея, та и той яде.",Bulgarian
"Тогава се отвориха очите и на двамата и те познаха, че бяха голи; и съшиха смокинови листа та си направиха препаски.",Bulgarian
"И при вечерния ветрец чуха гласа на Господа Бога, като ходеше из градината; и човекът и жена му се скриха от лицето на Господа Бога между градинските дървета.",Bulgarian
Но Господ Бог повика човека и му рече: Где си?,Bulgarian
"А той рече: Чух гласа Ти в градината и уплаших се, защото съм гол; и се скрих.",Bulgarian
"А Бог му рече: Кой ти каза, че си гол? Да не би да си ял от дървото, от което ти заповядах да не ядеш?",Bulgarian
"И човекът рече: Жената, която си ми дал за другарка, тя ми даде от дървото, та ядох.",Bulgarian
"И Господ Бог рече на жената: Що е това, което си сторила? А жената рече: Змията ме подмами, та ядох.",Bulgarian
"Тогава рече Господ Бог на змията: Понеже си сторила това, проклета да си измежду всеки вид добитък и измежду всички полски зверове; по корема си ще се влачиш, и пръст ще ядеш през всичките дни на живота си.",Bulgarian
"Ще поставя и вражда между тебе и жената и между твоето потомство и нейното потомство; то ще ти нарани главата, а ти ще му нараниш петата.",Bulgarian
На жената рече: Ще ти преумножа скръбта в бременността; със скръб ще раждаш чада; и на мъжа ти ще бъде подчинено всяко твое желание и той ще те владее.,Bulgarian
"А на човека рече: Понеже си послушал гласа на жена си и си ял от дървото, за което ти заповядах, като казах: Да не ядеш от него, то проклета да бъде земята поради тебе; със скръб ще се прехранваш от нея през всичките дни на живота си.",Bulgarian
Тръни и бодли ще ти ражда; и ти ще ядеш полската трева.,Bulgarian
"С пот на лицето си ще ядеш хляб, докато се върнеш в земята, защото от нея си взет; понеже си пръст и в пръстта ще се върнеш.",Bulgarian
"И човекът наименува жена си Ева, защото тя беше майка на всички живи.",Bulgarian
И Господ Бог направи кожени дрехи на Адама и на жена му и ги облече.,Bulgarian
"И Господ Бог каза: Ето човекът стана като един от Нас, да познава доброто и злото; и сега за да не простре ръката си да вземе от дървото на живота, да яде и да живее вечно, -",Bulgarian
"затова Господ Бог го изпъди от Едемската градина да обработва земята, от която бе взет.",Bulgarian
"Така Той изпъди Адама; и постави на изток от Едемската градина херувимите и пламенния меч, който се въртеше, за да пазят пътя към дървото на живота.",Bulgarian
А Адам позна жена си Ева; и тя зачна и роди Каина; и каза: С помощта на Господа придобих човек.,Bulgarian
"Роди още и брата му Авела. Авел пасеше стадо, а Каин беше земледелец.",Bulgarian
И след време Каин принесе от земните плодове принос на Господа.,Bulgarian
Тъй също и Авел принесе от първородните на стадото си и от тлъстината му. И Господ погледна благосклонно на Авела и на приноса му;,Bulgarian
а на Каина и на приноса му не погледна така. Затова Каин се огорчи твърде много и лицето му се помрачи.,Bulgarian
И Господ рече на Каина: Защо си се разсърдил? и защо е помрачено лицето ти?,Bulgarian
"Ако правиш добро, не ще ли бъде прието? Но ако не правиш добро, грехът лежи на вратата и към тебе се стреми; но ти трябва да го владееш.",Bulgarian
"А Каин каза това на брата си Авела. И когато бяха на полето, Каин стана против брата си Авела и го уби.",Bulgarian
И Господ рече на Каина: Где е брат ти Авел? А той рече: Не зная; пазач ли съм аз на брата си?,Bulgarian
И рече Бог : Какво си сторил? Гласът на братовата ти кръв вика към Мене от земята.,Bulgarian
"И сега проклет си от земята, която отвори устата си да приеме кръвта на брата ти от твоята ръка.",Bulgarian
Когато работиш земята тя няма вече да ти дава силата си; бежанец и скитник ще бъдеш на земята.,Bulgarian
"А Каин рече на Господа: Наказанието ми е толкова тежко, щото не мога да го понеса.",Bulgarian
"Ето гониш ме днес от лицето на тая земя; ще съм скрит от Твоето лице, и ще бъда бежанец и скитник на земята; и тъй всеки, който ме намери, ще ме убие.",Bulgarian
"А Господ му каза: Затова, който убие Каина, него ще му се отмъсти седмократно. И Господ определи белег за Каина, за да не го убива никой, който го намери.",Bulgarian
"Тогава излезе Каин от Господното присъствие и се засели в земята Нод, на изток от Едем.",Bulgarian
"И Каин позна жена си, която зачна и роди Еноха; и Каин съгради град, и наименува града Енох, по името на сина си.",Bulgarian
И на Еноха се роди Ирад; а Ирад роди Мехуяила; Мехуяил роди Метусаила; и Метусаил роди Ламеха.,Bulgarian
"И Ламех си взе две жени: Името на едната беше Ада, а името на другата Села.",Bulgarian
"Ада роди Явала; той беше родоначалник на ония, които живеят в шатри и имат добитък.",Bulgarian
"Името пък на брат му беше Ювал; той беше родоначалник на всички, които свирят на арфа и кавал.",Bulgarian
"Тъй Села роди Тувал-Каина, ковач на всякакъв вид медно и желязно сечиво; а сестра на Тувал-Каина беше Наама.",Bulgarian
"И Ламех рече на жените си:- Адо и Село, чуйте гласа ми, Жени Ламехови, слушайте думите ми; Понеже мъж убих, задето ме нарани, Да! юноша задето ме смаза.",Bulgarian
"Ако на Каина се отмъсти седмократно, То на Ламеха ще се отмъсти седемдесет и седмократно.",Bulgarian
"И Адам пак позна жена си и тя роди син, когото наименува Сит*, защото тя думаше , Бог ми определи друга рожба, вместо Авела, тъй като Каин го уби.",Bulgarian
"Също и на Сита се роди син, когото наименува Енос. Тогава почнаха човеците да призовават Господното име+.",Bulgarian
"Ето списъкът§ на Адамовото потомство. В деня, когато Бог сътвори човека, Той го направи по Божие подобие;",Bulgarian
"създаде ги мъж и жена, благослови ги, и наименува ги Човек, в деня когато бяха създадени.",Bulgarian
"Адам живя сто и тридесет години, и роди син по свое подобие по своя образ и наименува го Сит.",Bulgarian
"А откак роди Сита, дните на Адама станаха осемстотин години; и той роди синове и дъщери.",Bulgarian
А всичките дни на Адама колкото живя станаха деветстотин и тридесет години; и умря.,Bulgarian
Сит живя сто и пет години и роди Еноса.,Bulgarian
"А откак роди Еноса, Сит живя осемстотин и седем години и роди синове и дъщери.",Bulgarian
И всичките дни на Сита станаха деветстотин и дванадесет години; и умря.,Bulgarian
Енос живя деветдесет години и роди Кенана.,Bulgarian
"А откак роди Кенана, Енос живя осемстотин и петнадесет години, и роди синове и дъщери.",Bulgarian
И всичките дни на Еноса станаха деветстотин и пет години; и умря.,Bulgarian
Кенан живя седемдесет години и роди Маалалеила.,Bulgarian
"А откак роди Маалалеила, Кенан живя осемстотин и четиридесет години и роди синове и дъщери.",Bulgarian
И всичките дни на Кенана станаха деветстотин и десет години и умря.,Bulgarian
Маалалеил живя шестдесет и пет години и роди Яреда.,Bulgarian
"А откак роди Яреда, Маалалеил живя осемстотин и тридесет години и роди синове и дъщери.",Bulgarian
И всичките дни на Маалалеила станаха осемстотин деветдесет и пет години; и умря.,Bulgarian
Яред живя сто шестдесет и две години и роди Еноха.,Bulgarian
"А откак роди Еноха, Яред живя осемстотин години и роди синове и дъщери.",Bulgarian
И всичките дни на Яреда станаха деветстотин шестдесет и две години; и умря.,Bulgarian
Енох живя шестдесет и пет години и роди Матусала.,Bulgarian
"А откак роди Матусала, Енох ходи по Бога триста години и роди синове и дъщери.",Bulgarian
И всичките дни на Еноха станаха триста шестдесет и пет години.,Bulgarian
"И Енох ходи по Бога и не се намираше вече , защото Бог го взе.",Bulgarian
Матусал живя сто осемдесет и седем години и роди Ламеха.,Bulgarian
"А откак роди Ламеха, Матусал живя седемстотин осемдесет и две години и роди синове и дъщери.",Bulgarian
И всичките дни на Матусала станаха деветстотин шестдесет и девет години; и умря.,Bulgarian
Ламех живя сто осемдесет и две години и роди син;,Bulgarian
"и наименува го Ной, като думаше: Тоя ще ни утеши в умората ни от работата ни и от труда на ръцете ни, който ни иде от земята, която Господ прокле.",Bulgarian
"А откак роди Ноя, Ламех живя петстотин двадесет и пет години и роди синове и дъщери.",Bulgarian
И всичките дни на Ламеха станаха седемстотин и седем години; и умря.,Bulgarian
"А Ной беше петстотин години; и Ной роди Сима, Хама и Яфета.",Bulgarian
"Като почнаха човеците да се размножават по лицето на земята и им се раждаха дъщери,",Bulgarian
"Божиите синове, като гледаха, че човешките дъщери бяха красиви, вземаха си за жени от всички, които избираха.",Bulgarian
И тогава рече Господ; Духът който съм му дал не ще владее вечно в човека; в блуждаенето си той е плът; затова дните му ще бъдат сто и двадесет години.,Bulgarian
"В ония дни се намираха исполините на земята; а при това, след като Божиите синове влизаха при човешките дъщери, и те им раждаха синове, тези бяха ония силни и прочути старовременни мъже.",Bulgarian
"И като видя Господ, че се умножава нечестието на човека по земята и че всичко, което мислите на сърцето му въображяваха, беше постоянно само зло,",Bulgarian
"разкая се Господ, че беше направил човека на земята, и огорчи се в сърцето Си.",Bulgarian
"И рече Господ: Ще изтребя от лицето на земята човека, когото създадох, - човеци, зверове, влечуги и въздушни птици, - понеже се разкаях, че ги създадох.",Bulgarian
А Ной придоби Господното благоволение.,Bulgarian
"Ето Ноевото потомство. Ной беше човек праведен, непорочен между съвременниците си; той ходеше по Бога.",Bulgarian
"И Ной роди три сина: Сима, Хама и Яфета.",Bulgarian
И земята се разврати пред Бога; земята се изпълни с насилие.,Bulgarian
"И Бог видя земята; и, ето, тя бе развратена защото всяка твар се обхождаше развратно на земята.",Bulgarian
"И рече Бог на Ноя: Краят на всяка твар се предвижда от Мене, защото земята се изпълни с насилие чрез тях; затова, ето, ще ги изтребя заедно със земята.",Bulgarian
Направи си ковчег от гоферово дърво; стаи да направиш в ковчега; и да го измажеш отвътре и отвън със смола.,Bulgarian
"Направи го така: дължината на ковчега да бъде триста лакти, широчината му петдесет лакти, а височината му тридесет лакти.",Bulgarian
"Прозорец направи на ковчега, като изкараш ковчега без един лакът до върха, а вратата на ковчега постави отстрана; направи го с долен, среден и горен етаж.",Bulgarian
"ето, Аз ще докарам на земята потоп от вода, за да изтребя под небето всяка твар, която има в себе си жизнено дихание; всичко що се намира на земята ще измре.",Bulgarian
"Но с тебе ще поставя завета Си; и ще влезеш в ковчега ти, синовете ти, жена ти и снахите ти с тебе.",Bulgarian
"И от всичко, от всякакъв вид твар, която живее, да вкараш в ковчега по две от всеки вид, за да опазиш живота им със себе си; мъжко и женско да бъдат.",Bulgarian
"От птиците според вида им, от добитъка според вида му, и от всичките земни животни според вида им, по две от всички да влязат при тебе, за да им опазиш живота.",Bulgarian
"А ти си вземи от всякаква храна, която се яде, и събери я при себе си, та да послужи за храна на тебе и на тях.",Bulgarian
И Ной извърши всичко според както му заповяда Бог; така стори.,Bulgarian
Тогава Господ рече на Ноя: Влез ти и целият ти дом в ковчега; защото в това поколение тебе видях праведен пред Мене.,Bulgarian
"Вземи си по седем от всички чисти животни, мъжки и женските им; а от нечистите животни по две, мъжки и женските им;",Bulgarian
"също и от въздушните птици по седем, мъжки и женски; за да опазиш от тях разплод по лицето на цялата земя.",Bulgarian
"Защото още седем дни и Аз ще направя да вали дъжд по земята четиридесет дни и четиридесет нощи; и ще изтребя от лицето на земята всичко живо, що съм направил.",Bulgarian
"И Ной извърши всичко, според както му заповяда Господ.",Bulgarian
А Ной беше на шестстотин години когато стана на земята потопът от водата.,Bulgarian
"И поради водите на потопа влязоха в ковчега Ной, синовете му, жена му и снахите му с него.",Bulgarian
"От чистите животни и от нечистите животни, от птиците, и от всичко, което пълзи по земята,",Bulgarian
"влязоха в ковчега две по две при Ноя, мъжки и женски, според както заповяда Бог на Ноя.",Bulgarian
И след седмия ден водите на потопа заляха земята.,Bulgarian
"В шестстотната година на Ноевия живот, във втория месец, на седемнадесетия ден от месеца, в същия ден всичките извори на голямата бездна се разпукнаха и небесните отвори се разкриха.",Bulgarian
И дъждът валя на земята четиридесет дни и четиридесет нощи.,Bulgarian
"В тоя същи ден влязоха в ковчега Ной и синовете Ноеви: Сим, Хам и Яфет, и Ноевата жена, и с тях трите му снахи -",Bulgarian
"те и всичките животни според вида си, всичкият добитък според вида си, и всичките влечуги, които пълзят по земята според вида си и всичките птици според вида си, всяко пернато от всякакъв вид.",Bulgarian
"Две по две от всяка твар, която има в себе си жизнено дихание, влязоха в ковчега при Ноя.",Bulgarian
"И като влязоха, мъжки и женски от всяка твар влязоха, според както Бог бе заповядал; и Господ го затвори вътре.",Bulgarian
Четиридесет дни трая потопът на земята; и водите дойдоха та подеха ковчега и той се издигна над земята.,Bulgarian
"Водите се усилваха и прииждаха много на земята, така ковчегът се носеше по повърхността на водите.",Bulgarian
"Водите се усилваха и твърде много на земята, така щото се покриха всичките високи планини намиращи се под цялото небе.",Bulgarian
"Петнадесет лакти по-горе от тях се издигнаха водите, та планините се покриха.",Bulgarian
"И всяка твар, която се движеше по земята, умря, - птици, добитък, зверове, всички животни, които пълзят по земята и всеки човек.",Bulgarian
"От всичко що беше на сушата, всичко, което имаше в ноздрите си жизнено дихание, измря.",Bulgarian
"Всичко живо що се намираше по лицето на земята се изтреби, - човеци, добитък, животни и небесни птици; изтребиха се от земята; останаха само Ной и ония, които бяха с него в ковчега.",Bulgarian
А водите се застояха по земята сто и петдесет дни.,Bulgarian
"Тогава си спомни Бог за Ноя и за всичко живо и за всичкия добитък, що бяха с него в ковчега; и Бог накара вятър да мине по земята, та водите престанаха.",Bulgarian
"Тоже се затвориха изворите на бездната и небесните отвори, и дъждът от небето спря.",Bulgarian
Малко по малко водите се оттеглиха от земята и подир сто и петдесет дни водите взеха да намаляват.,Bulgarian
А на седемнадесетия ден от седмия месец ковчегът заседна върху Араратските планини.,Bulgarian
Водите намаляваха непрестанно до десетия месец; и на първия ден от десетия месец върховете на планините се показаха.,Bulgarian
"После, след четиридесет дни, Ной отвори прозореца на ковчега, що беше направил;",Bulgarian
"и изпрати гарван, който, като излезе, отиваше насам натам докато пресъхнаха водите на земята.",Bulgarian
"Тогава изпрати гълъб, за да види дали са престанали водите по лицето на земята.",Bulgarian
"Но гълъбът, понеже не намери почивка за нозете си, върна се при него в ковчега, защото водата бе още по лицето на цялата земя. И той простря ръка та го взе, и внесе го при себе си в ковчега.",Bulgarian
"А като почака още седем дни, пак изпрати гълъба от ковчега.",Bulgarian
"И надвечер гълъбът се върна при него, и ето, имаше в устата си пресен маслинен лист; така Ной позна, че водата е спаднала по земята.",Bulgarian
"След това той почака още седем дни, и изпрати гълъба; но той не се върна вече при него.",Bulgarian
"В шестстотин и първата година на Ноевия живот , на първия ден от първия месец, водата пресъхна на земята; и Ной, като дигна покрива на ковчега, погледна, и, ето, повърхността на земята бе изсъхнала.",Bulgarian
А на двадесет и седмия ден от втория месец земята съвършено изсъхна.,Bulgarian
"Тогава говори Бог на Ноя, казвайки:",Bulgarian
"Излез от ковчега, ти, жена ти, синовете ти и жените им с тебе.",Bulgarian
"Изведи със себе си всичко живо от всяка твар, що е с тебе,- птици, добитък и всичките животни които пълзят по земята, за да се разплодяват по земята, да раждат и да се умножават по земята.",Bulgarian
"Ной излезе, и с него синовете му, жена му и снахите му;",Bulgarian
"излязоха от ковчега и всичките животни, всичките птици, всичко, що се движи по земята според родовете си.",Bulgarian
"И Ной издигна олтар на Господа; и взе от всяко чисто животно и от всяка чиста птица, та ги принесе за всеизгаряне на олтара;",Bulgarian
"и Господ помириса сладко благоухание; и рече Господ в сърцето Си: Не ще проклинам вече земята, поради човека, защото помислите на човешкото сърце са зло още от младините му, нито ще поразя вече друг път всичко живо както сторих.",Bulgarian
"Догде съществува земята, сеитба и жътва, студ и горещина, лято и зима, ден и нощ няма да престанат.",Bulgarian
"В това време Бог благослови Ноя и синовете му, като им каза: Плодете се, размножавайте се и напълнете земята.",Bulgarian
"Ще се страхуват и ще треперят от вас всички земни животни и всички въздушни птици; те са всичко, що пълзи по земята и с всички земни риби са предадени в ръцете ви.",Bulgarian
"Всичко живо, що се движи ще ви бъде за храна; давам ви всичко също, както дадох зелената трева.",Bulgarian
"Месо обаче с живота му, тоест , с кръвта му, да не ядете.",Bulgarian
"А вашата кръв, кръвта на живота ви, непременно ще изискам; от всяко животно ще я изискам; и от човека, да! от брата на всеки човек, ще изискам живота на човека.",Bulgarian
"Който пролее човешка кръв, и неговата кръв от човек ще се пролее; защото по Своя образ направи Бог човека.",Bulgarian
"А вие, плодете се и се размножавайте, разплодете се по земята и умножавайте се по нея.",Bulgarian
"После Бог говори на Ноя и на синовете му с него, казвайки:",Bulgarian
"Вижте, Аз поставям завета Си с вас и с потомството ви подир вас;",Bulgarian
"и всичко живо, що е с вас, - птиците, добитъкът и всичките земни животни, които са с вас, да! с всяко земно животно от всичко, което е излязло от ковчега.",Bulgarian
"Поставям завета Си с вас, че няма да се изтреби вече никоя твар от водите на потопа, нито ще настане вече потоп да опустоши земята.",Bulgarian
"Бог рече още: Ето белегът на завета, който Аз поставям до вечни поколения между Мене и вас и всичко живо, което е с вас:",Bulgarian
"поставям дъгата Си в облака, и тя ще бъде белег на завет между Мене и земята.",Bulgarian
"Когато докарам облак на земята, дъгата ще се яви в облака:",Bulgarian
"и ще спомня завета Си, който е между мене и вас и всичко живо от всяка твар; и водата няма вече да стане потоп за изтреблението на всяка твар.",Bulgarian
"Дъгата ще бъде в облака: и ще я гледам, за да си напомням всегдашния завет между Бога и всичко живо от всяка твар, което е на земята.",Bulgarian
"Каза Бог на Ноя: Това е белегът на завета, който установих между мене и всяка твар, която е на земята.",Bulgarian
"А излезлите от ковчега Ноеви синове бяха Сим, Хам и Яфет; а Хам беше баща на Ханаана.",Bulgarian
Тия трима бяха Ноевите синове; и от тях се насели цялата земя.,Bulgarian
В това време Ной почна да работи земята и насади лозе.,Bulgarian
като пи от виното опи се и се разголи в шатрата си.,Bulgarian
"И Хам, Ханаановия баща, видя голотата на баща си и каза на двамата си братя отвън.",Bulgarian
"А Сим и Яфет взеха една дреха и, като я туриха двамата на рамената си, пристъпиха заднишком та покриха голотата на баща си; лицата им гледаха назад, та не видяха бащината си голота.",Bulgarian
