Text,Language
"Kaj rivero eliras el Eden, por akvoprovizi la gxardenon, kaj de tie gxi dividigxas kaj farigxas kvar cxefpartoj.",Esperanto
"La nomo de unu estas Pisxon; gxi estas tiu, kiu cxirkauxas la tutan landon HXavila, kie estas la oro.",Esperanto
Kaj la oro de tiu lando estas bona; tie trovigxas bedelio kaj la sxtono onikso.,Esperanto
"Kaj la nomo de la dua rivero estas Gihxon; gxi estas tiu, kiu cxirkauxas la tutan landon Etiopujo.",Esperanto
"Kaj la nomo de la tria rivero estas HXidekel; gxi estas tiu, kiu fluas antaux Asirio. Kaj la kvara rivero estas Euxfrato.",Esperanto
"Kaj Dio la Eternulo prenis la homon kaj enlogxigis lin en la gxardeno Edena, por ke li prilaboradu gxin kaj gardu gxin.",Esperanto
"Kaj Dio la Eternulo ordonis al la homo, dirante: De cxiu arbo de la gxardeno vi mangxu;",Esperanto
"sed de la arbo de sciado pri bono kaj malbono vi ne mangxu, cxar en la tago, en kiu vi mangxos de gxi, vi mortos.",Esperanto
"Kaj Dio la Eternulo diris: Ne estas bone, ke la homo estu sola; Mi kreos al li helpanton similan al li.",Esperanto
"Kaj Dio la Eternulo kreis el la tero cxiujn bestojn de la kampo kaj cxiujn birdojn de la cxielo, kaj venigis ilin al la homo, por vidi, kiel li nomos ilin; kaj kiel la homo nomis cxiun vivan estajxon, tiel restis gxia nomo.",Esperanto
Kaj la homo donis nomojn al cxiuj brutoj kaj al la birdoj de la cxielo kaj al cxiuj bestoj de la kampo; sed por la homo ne trovigxis helpanto simila al li.,Esperanto
"Kaj Dio la Eternulo faligis profundan dormon sur la homon, kaj cxi tiu endormigxis; kaj Li prenis unu el liaj ripoj kaj fermis la lokon per karno.",Esperanto
"Kaj Dio la Eternulo konstruis el la ripo, kiun Li prenis de la homo,  virinon, kaj Li venigis sxin al la homo.",Esperanto
"Kaj la homo diris: Jen nun sxi estas osto el miaj ostoj kaj karno el mia karno; sxi estu nomata Virino, cxar el Viro sxi estas prenita.",Esperanto
"Tial viro forlasos sian patron kaj sian patrinon, kaj aligxos al sia edzino, kaj ili estos unu karno.",Esperanto
"Kaj ili ambaux estis nudaj, la homo kaj lia edzino, kaj ili ne hontis.",Esperanto
"Kaj la serpento estis pli ruza, ol cxiuj kampaj bestoj, kiujn kreis Dio la Eternulo. Kaj gxi diris al la virino: CXu Dio diris, ke vi ne mangxu de cxiuj arboj de la gxardeno?",Esperanto
Kaj la virino diris al la serpento: La fruktojn de la arboj de la gxardeno ni povas mangxi;,Esperanto
"sed pri la fruktoj de la arbo, kiu estas en la mezo de la gxardeno, Dio diris: Ne mangxu ion de ili kaj ne tusxu ilin, por ke vi ne mortu.",Esperanto
"Kaj la serpento diris al la virino: Ne, vi ne mortos;",Esperanto
"sed Dio scias, ke en la tago, en kiu vi mangxos ion de ili, malfermigxos viaj okuloj kaj vi estos kiel Dio, vi scios bonon kaj malbonon.",Esperanto
"Kaj la virino vidis, ke la arbo estas bona por mangxi kaj gxi estas cxarma por la okuloj, kaj la arbo estas dezirinda por sagxigxi; kaj sxi prenis de gxiaj fruktoj, kaj sxi mangxis, kaj sxi donis kune ankaux al sia edzo, kaj li mangxis.",Esperanto
"Kaj malfermigxis la okuloj de ili ambaux, kaj ili sciigxis, ke ili estas nudaj; kaj ili kunkudris foliojn de figarbo kaj faris al si zonajxojn.",Esperanto
"Kaj ili auxdis la vocxon de Dio la Eternulo, kiu marsxis en la gxardeno dum la malvarmeto de la tago; kaj Adam kaj lia edzino kasxigxis de Dio la Eternulo inter la arboj de la gxardeno.",Esperanto
"Kaj Dio la Eternulo vokis Adamon, kaj diris al li: Kie vi estas?",Esperanto
"Kaj tiu diris: Vian vocxon mi auxdis en la gxardeno, kaj mi ektimis,  cxar mi estas nuda; kaj mi kasxis min.",Esperanto
"Kaj Dio diris: Kiu diris al vi, ke vi estas nuda? cxu vi ne mangxis de la arbo, pri kiu Mi ordonis al vi, ke vi ne mangxu de gxi?",Esperanto
"Kaj Adam diris: La edzino, kiun Vi donis al mi kiel kunulinon, sxi donis al mi de la arbo, kaj mi mangxis.",Esperanto
"Kaj Dio la Eternulo diris al la virino: Kial vi tion faris? Kaj la virino diris: La serpento tromplogis min, kaj mi mangxis.",Esperanto
"Kaj Dio la Eternulo diris al la serpento: CXar vi tion faris, tial estu malbenita inter cxiuj brutoj kaj inter cxiuj bestoj de la kampo; sur via ventro vi irados kaj teron vi mangxados dum via tuta vivo.",Esperanto
"Kaj Mi metos malamikecon inter vi kaj la virino kaj inter via idaro kaj sxia idaro; gxi frapados vian kapon, kaj vi pikados gxian kalkanon.",Esperanto
"Al la virino Li diris: Mi multigos viajn suferojn dum via gravedeco; en doloro vi naskados infanojn; kaj al via viro vi vin tiros, kaj li regos super vi.",Esperanto
"Kaj al Adam Li diris: CXar vi obeis la vocxon de via edzino, kaj vi mangxis de la arbo, pri kiu Mi ordonis al vi, dirante, ke vi ne mangxu de gxi, tial malbenita estu la tero pro vi; kun suferoj vi mangxados de gxi dum via tuta vivo.",Esperanto
"Kaj dornojn kaj pikajxojn gxi kreskigos por vi, kaj vi mangxados herbojn de la kampo.",Esperanto
"En la sxvito de via vizagxo vi mangxados panon, gxis vi revenos en la teron, el kiu vi estas prenita; cxar vi estas polvo kaj refarigxos polvo.",Esperanto
"Kaj Adam donis al sia edzino la nomon Eva, cxar sxi estis patrino de cxiuj vivantoj.",Esperanto
"Kaj Dio la Eternulo faris por Adam kaj por lia edzino vestojn el felo,  kaj Li vestis ilin.",Esperanto
"Kaj Dio la Eternulo diris: Jen Adam farigxis kiel unu el Ni, sciante bonon kaj malbonon; nun eble li etendos sian manon kaj prenos ankaux de la arbo de vivo kaj mangxos kaj vivos eterne.",Esperanto
"Kaj Dio la Eternulo eligis lin el la Edena gxardeno, por ke li prilaboradu la teron, el kiu li estis prenita.",Esperanto
"Kaj Li elpelis Adamon, kaj lokis antaux la Edena gxardeno la kerubon kaj la turnigxantan flaman glavon, por gardi la vojon al la arbo de vivo.",Esperanto
"Kaj Adam ekkonis Evan, sian edzinon, kaj sxi gravedigxis, kaj sxi naskis Kainon; kaj sxi diris: Mi akiris homon de la Eternulo.",Esperanto
"Kaj plue sxi naskis lian fraton Habel. Kaj Habel farigxis sxafpasxtisto,  kaj Kain farigxis terlaboristo.",Esperanto
"Kaj post ia tempo farigxis, ke Kain alportis el la fruktoj de la tero donacoferon al la Eternulo.",Esperanto
Kaj Habel ankaux alportis el la unuenaskitoj de siaj sxafoj kaj el ilia graso. Kaj la Eternulo atentis Habelon kaj lian donacoferon;,Esperanto
"sed Kainon kaj lian donacoferon Li ne atentis. Kaj Kain tre ekkoleris,  kaj lia vizagxo klinigxis.",Esperanto
Kaj la Eternulo diris al Kain: Kial vi koleras? kaj kial klinigxis via vizagxo?,Esperanto
"Ja se vi agos bone, vi estos forta; sed se vi agos malbone, la peko kusxos cxe la pordo, kaj vin gxi aspiros, sed vi regu super gxi.",Esperanto
"Kaj Kain parolis kun sia frato Habel; kaj kiam ili estis sur la kampo,  Kain levigxis kontraux sian fraton Habel kaj mortigis lin.",Esperanto
Kaj la Eternulo diris al Kain: Kie estas via frato Habel? Kaj tiu diris:  Mi ne scias; cxu mi estas gardisto de mia frato?,Esperanto
Kaj Li diris: Kion vi faris? la vocxo de la sango de via frato krias al Mi de la tero.,Esperanto
"Kaj nun estu malbenita de sur la tero, kiu malfermis sian busxon, por preni la sangon de via frato el via mano.",Esperanto
"Kiam vi prilaboros la teron, gxi ne plu donos al vi sian forton; vaganto kaj forkuranto vi estos sur la tero.",Esperanto
"Kaj Kain diris al la Eternulo: Pli granda estas mia puno, ol kiom mi povos elporti.",Esperanto
"Jen Vi forpelas min hodiaux de sur la tero, kaj mi devas min kasxi de antaux Via vizagxo, kaj mi estos vaganto kaj forkuranto sur la tero, kaj iu ajn, kiu min renkontos, mortigos min.",Esperanto
"Kaj la Eternulo diris al li: Sciu, ke al iu, kiu mortigos Kainon, estos vengxite sepoble. Kaj la Eternulo faris sur Kain signon, ke ne mortigu lin iu, kiu lin renkontos.",Esperanto
"Kaj Kain foriris de antaux la Eternulo, kaj logxigxis en la lando Nod,  oriente de Eden.",Esperanto
"Kaj Kain ekkonis sian edzinon, kaj sxi gravedigxis, kaj sxi naskis HXanohxon. Kaj li konstruis urbon, kaj li donis al la urbo nomon laux la nomo de sia filo: HXanohx.",Esperanto
"Kaj al HXanohx naskigxis Irad, kaj al Irad naskigxis Mehxujael, kaj al Mehxujael naskigxis Metusxael, kaj al Metusxael naskigxis Lemehx.",Esperanto
"Kaj Lemehx prenis al si du edzinojn: unu havis la nomon Ada, kaj la dua havis la nomon Cila.",Esperanto
"Kaj Ada naskis Jabalon; li estis la patro de tiuj, kiuj logxas en tendoj kaj pasxtas brutojn.",Esperanto
"Kaj la nomo de lia frato estis Jubal; li estis la patro de cxiuj, kiuj ludas harpon kaj fluton.",Esperanto
"Cila ankaux naskis Tubal-Kainon, forgxanton de diversaj majstrajxoj el kupro kaj fero. Kaj la fratino de Tubal-Kain estis Naama.",Esperanto
Kaj Lemehx diris al siaj edzinoj Ada kaj Cila:,Esperanto
"Auxskultu mian vocxon, edzinoj de Lemehx,  Atentu mian parolon!  CXar viron mi mortigis por vundo al mi Kaj junulon por tubero al mi;  Se sepoble estos vengxite por Kain,  Por Lemehx estos sepdek-sepoble.",Esperanto
"Kaj denove Adam ekkonis sian edzinon, kaj sxi naskis filon, kaj donis al li la nomon Set: CXar Dio metis al mi alian semon anstataux Habel, kiun mortigis Kain.",Esperanto
"Kaj al Set ankaux naskigxis filo, kaj li donis al li la nomon Enosx.  Tiam oni komencis alvokadi la nomon de la Eternulo.",Esperanto
"Jen estas la libro de naskoj de Adam. Kiam Dio kreis la homon, Li faris lin laux la bildo de Dio;",Esperanto
"kiel viron kaj virinon Li kreis ilin, kaj Li benis ilin kaj donis al ili la nomon Homo en la tago de ilia naskigxo.",Esperanto
"Kaj Adam vivis cent tridek jarojn, kaj al li naskigxis filo laux lia bildo kaj simileco, kaj li donis al li la nomon Set.",Esperanto
"Kaj Adam vivis, post kiam naskigxis al li Set, okcent jarojn, kaj naskigxis al li filoj kaj filinoj.",Esperanto
"Kaj la tuta vivo, kiun travivis Adam, estis nauxcent tridek jaroj, kaj li mortis.",Esperanto
"Kaj Set vivis cent kvin jarojn, kaj naskigxis al li Enosx.",Esperanto
"Kaj Set vivis, post kiam naskigxis al li Enosx, okcent sep jarojn, kaj naskigxis al li filoj kaj filinoj.",Esperanto
"Kaj la tuta vivo de Set estis nauxcent dek du jaroj, kaj li mortis.",Esperanto
"Kaj Enosx vivis nauxdek jarojn, kaj naskigxis al li Kenan.",Esperanto
"Kaj Enosx vivis, post kiam naskigxis al li Kenan, okcent dek kvin jarojn, kaj naskigxis al li filoj kaj filinoj.",Esperanto
"Kaj la tuta vivo de Enosx estis nauxcent kvin jaroj, kaj li mortis.",Esperanto
"Kaj Kenan vivis sepdek jarojn, kaj naskigxis al li Mahalalel.",Esperanto
"Kaj Kenan vivis, post kiam naskigxis al li Mahalalel, okcent kvardek jarojn, kaj naskigxis al li filoj kaj filinoj.",Esperanto
"Kaj la tuta vivo de Kenan estis nauxcent dek jaroj, kaj li mortis.",Esperanto
"Kaj Mahalalel vivis sesdek kvin jarojn, kaj naskigxis al li Jared.",Esperanto
"Kaj Mahalalel vivis, post kiam naskigxis al li Jared, okcent tridek jarojn, kaj naskigxis al li filoj kaj filinoj.",Esperanto
"Kaj la tuta vivo de Mahalalel estis okcent nauxdek kvin jaroj, kaj li mortis.",Esperanto
"Kaj Jared vivis cent sesdek du jarojn, kaj naskigxis al li HXanohx.",Esperanto
"Kaj Jared vivis, post kiam naskigxis al li HXanohx, okcent jarojn, kaj naskigxis al li filoj kaj filinoj.",Esperanto
"Kaj la tuta vivo de Jared estis nauxcent sesdek du jaroj, kaj li mortis.",Esperanto
"Kaj HXanohx vivis sesdek kvin jarojn, kaj naskigxis al li Metusxelahx.",Esperanto
"Kaj HXanohx iradis kun Dio, post kiam naskigxis al li Metusxelahx,  tricent jarojn, kaj naskigxis al li filoj kaj filinoj.",Esperanto
Kaj la tuta vivo de HXanohx estis tricent sesdek kvin jaroj.,Esperanto
"Kaj HXanohx iradis kun Dio; kaj li malaperis, cxar Dio lin prenis.",Esperanto
"Kaj Metusxelahx vivis cent okdek sep jarojn, kaj naskigxis al li Lemehx.",Esperanto
"Kaj Metusxelahx vivis, post kiam naskigxis al li Lemehx, sepcent okdek du jarojn, kaj naskigxis al li filoj kaj filinoj.",Esperanto
"Kaj la tuta vivo de Metusxelahx estis nauxcent sesdek naux jaroj, kaj li mortis.",Esperanto
"Kaj Lemehx vivis cent okdek du jarojn, kaj naskigxis al li filo.",Esperanto
"Kaj li donis al li la nomon Noa, dirante: CXi tiu konsolos nin en niaj faroj kaj en la laboroj de niaj manoj sur la tero, kiun la Eternulo malbenis.",Esperanto
"Kaj Lemehx vivis, post kiam naskigxis al li Noa, kvincent nauxdek kvin jarojn, kaj naskigxis al li filoj kaj filinoj.",Esperanto
"Kaj la tuta vivo de Lemehx estis sepcent sepdek sep jaroj, kaj li mortis.",Esperanto
"Kaj Noa havis la agxon de kvincent jaroj, kaj al Noa naskigxis SXem,  HXam, kaj Jafet.",Esperanto
"Kaj kiam la homoj komencis multigxi sur la tero kaj al ili naskigxis filinoj,",Esperanto
"tiam la filoj de Dio vidis la filinojn de la homoj, ke ili estas belaj;  kaj ili prenis al si edzinojn el cxiuj, kiujn ili elektis.",Esperanto
"Kaj la Eternulo diris: Ne regos Mia spirito inter la homoj eterne, pro iliaj pekoj, cxar ili estas karno; ilia vivo estu cent dudek jaroj.",Esperanto
"Gigantoj estis sur la tero en tiu tempo, ecx post kiam la filoj de Dio venis al la filinoj de la homoj kaj cxi tiuj naskis al ili. Tio estis la fortuloj, tre famaj de plej antikva tempo.",Esperanto
"Kaj la Eternulo vidis, ke granda estas la malboneco de la homoj sur la tero kaj ke cxiuj pensoj kaj intencoj de iliaj koroj estas nur malbono en cxiu tempo;",Esperanto
"tiam la Eternulo pentis, ke Li kreis la homon sur la tero, kaj Li afliktigxis en Sia koro.",Esperanto
"Kaj la Eternulo diris: Mi ekstermos de sur la tero la homon, kiun Mi kreis, de la homo gxis la brutoj, gxis la rampajxoj, kaj gxis la birdoj de la cxielo; cxar Mi pentas, ke Mi ilin kreis.",Esperanto
Sed Noa akiris placxon en la okuloj de la Eternulo.,Esperanto
Jen estas la historio de Noa: Noa estis homo virta kaj senmakula en sia generacio; kun Dio Noa iradis.,Esperanto
"Kaj naskigxis al Noa tri filoj: SXem, HXam, kaj Jafet.",Esperanto
"Kaj la tero malvirtigxis antaux Dio, kaj la tero plenigxis de maljustajxoj.",Esperanto
"Kaj Dio vidis la teron, ke gxi malvirtigxis, cxar cxiu karno malvirtigis sian vojon sur la tero.",Esperanto
"Kaj Dio diris al Noa: La fino de cxiu karno venis antaux Min, cxar la tero plenigxis de maljustajxoj per ili, kaj jen Mi pereigos ilin kun la tero.",Esperanto
"Faru al vi arkeon el ligno gofera; apartajxojn faru en la arkeo, kaj sxmiru gxin per pecxo interne kaj ekstere.",Esperanto
"Kaj faru gxin tiamaniere: tricent ulnoj estu la longo de la arkeo,  kvindek ulnoj gxia largxo, kaj tridek ulnoj gxia alto.",Esperanto
"Fenestron faru en la arkeo, supre, kun la alto de unu ulno, kaj la pordon de la arkeo vi faros en la flanko; malsupran spacon, duan spacon, kaj trian spacon faru en gxi.",Esperanto
"Kaj jen Mi venigos akvan diluvon sur la teron, por ekstermi cxiun karnon, kiu havas en si spiriton de vivo sub la cxielo; cxio, kio estas sur la tero, pereos.",Esperanto
"Kaj Mi starigos Mian interligon kun vi; kaj vi eniros en la arkeon, vi kaj viaj filoj kaj via edzino kaj la edzinoj de viaj filoj kune kun vi.",Esperanto
"Kaj el cxiuj vivajxoj, el cxiu karno, enkonduku po unu paro el cxiuj en la arkeon, ke ili restu vivaj kun vi; virbesto kaj virinbesto ili estu.",Esperanto
"El la birdoj laux iliaj specoj, kaj el la brutoj laux iliaj specoj, el cxiuj rampajxoj de la tero laux iliaj specoj, po paro el cxiuj eniru kun vi,  por resti vivaj.",Esperanto
"Kaj vi prenu al vi el cxiuj mangxajxoj, kiuj estas mangxataj, kaj kolektu al vi; kaj gxi estu por vi kaj por ili por mangxi.",Esperanto
"Kaj Noa tion faris; cxion, kiel Dio al li ordonis, tiel li faris.",Esperanto
"Kaj la Eternulo diris al Noa: Eniru vi kaj via tuta familio en la arkeon,  cxar vin Mi vidis, ke vi estas virtulo antaux Mi en cxi tiu generacio.",Esperanto
"El cxiuj brutoj puraj prenu al vi po sep paroj, virbestojn kaj iliajn inojn; kaj el la brutoj, kiuj ne estas puraj, po du, virbeston kaj gxian inon.",Esperanto
"Ankaux el la birdoj de la cxielo po sep paroj, virbestojn kaj virinbestojn, por ke semo restu sur la tuta tero.",Esperanto
"CXar post sep tagoj Mi pluvigos sur la teron dum kvardek tagoj kaj kvardek noktoj, kaj Mi ekstermos de sur la tero cxiujn ekzistajxojn, kiujn Mi kreis.",Esperanto
"Kaj Noa faris cxion, kion la Eternulo al li ordonis.",Esperanto
"Kaj Noa havis la agxon de sescent jaroj, kiam la akva diluvo venis sur la teron.",Esperanto
"Kaj eniris Noa kaj liaj filoj kaj lia edzino kaj la edzinoj de liaj filoj kune kun li en la arkeon, pro la akvo de la diluvo.",Esperanto
"El la brutoj puraj, kaj el la brutoj, kiuj ne estas puraj, kaj el la birdoj, kaj el cxiuj rampajxoj sur la tero,",Esperanto
"po unu paro venis al Noa en la arkeon, virbesto kaj ino, kiel Dio ordonis al Noa.",Esperanto
"Kaj kiam pasis la sep tagoj, la diluva akvo venis sur la teron.",Esperanto
"En la sescenta jaro de la vivo de Noa, en la dua monato, en la dek-sepa tago de la monato, en tiu tago disfendigxis cxiuj fontoj de la granda abismo kaj la aperturoj de la cxielo malfermigxis.",Esperanto
Kaj estis pluvo sur la tero dum kvardek tagoj kaj kvardek noktoj.,Esperanto
"GXuste en tiu tago eniris en la arkeon Noa, kaj SXem kaj HXam kaj Jafet,  la filoj de Noa, kaj la edzino de Noa, kaj la tri edzinoj de liaj filoj kune kun ili;",Esperanto
"ili, kaj cxiuj bestoj laux siaj specoj, kaj cxiuj brutoj laux siaj specoj, kaj cxiuj rampajxoj, kiuj rampas sur la tero, laux siaj specoj, kaj cxiuj flugajxoj laux siaj specoj, cxiuj birdoj, cxiuj flugilhavantoj.",Esperanto
"Kaj eniris al Noa en la arkeon po du el cxiu karno, kiu havas en si spiriton de vivo.",Esperanto
"Kaj la venintoj, virbesto kaj ino el cxiu karno, eniris, kiel ordonis al ili Dio; kaj la Eternulo fermis post ili.",Esperanto
"Kaj estis diluvo dum kvardek tagoj sur la tero; kaj multigxis la akvo kaj levis la arkeon, kaj gxi estis alte super la tero.",Esperanto
"Kaj la akvo fortigxis sur la tero, kaj la arkeo nagxis sur la suprajxo de la akvo.",Esperanto
"Kaj la akvo treege fortigxis kaj tre multigxis sur la tero; kaj kovrigxis cxiuj altaj montoj, kiuj estas sub la cxielo.",Esperanto
Dek kvin ulnojn pli alte levigxis la akvo kaj kovris la montojn.,Esperanto
"Kaj pereis cxiu karno, kiu movigxas sur la tero, la birdoj kaj la brutoj kaj la bestoj, kaj cxiuj rampajxoj, kiuj rampas sur la tero, kaj cxiuj homoj.",Esperanto
"CXio, kio havis en si spiriton de vivo, el cxio, kio estis sur la seka tero, mortis.",Esperanto
"Kaj ekstermigxis cxiuj ekzistajxoj, kiuj estis sur la tero, de homo gxis brutoj kaj rampajxoj kaj birdoj de la cxielo; ili ekstermigxis de sur la tero; kaj restis nur Noa kaj kio estis kun li en la arkeo.",Esperanto
Kaj la akvo okupis la teron dum cent kvindek tagoj.,Esperanto
"Kaj Dio rememoris Noan, kaj cxiujn bestojn kaj cxiujn brutojn, kiuj estis kun li en la arkeo; kaj Dio venigis venton sur la teron, kaj la akvo kvietigxis.",Esperanto
"Kaj fermigxis la fontoj de la abismo kaj la aperturoj de la cxielo, kaj cxesigxis la pluvo el la cxielo.",Esperanto
"Kaj iom post iom reforigxis la akvo de sur la tero, kaj la akvo komencis malmultigxi post la paso de cent kvindek tagoj.",Esperanto
"Kaj la arkeo haltis en la sepa monato, en la dek-sepa tago de la monato,  sur la montoj Ararat.",Esperanto
Kaj la akvo konstante malpliigxadis gxis la deka monato; en la unua tago de la deka monato montrigxis la suproj de la montoj.,Esperanto
"Kaj post kvardek tagoj Noa malfermis la fenestron de la arkeo, kiun li faris.",Esperanto
"Kaj li ellasis korvon, kaj gxi elflugis, forflugadis kaj revenadis, gxis forsekigxis la akvo sur la tero.",Esperanto
"Kaj li ellasis de si kolombon, por vidi, cxu jam malfortigxis la akvo sur la tero.",Esperanto
"Sed la kolombo ne trovis ripozejon por siaj piedoj, kaj gxi revenis al li en la arkeon, cxar akvo estis sur la suprajxo de la tuta tero. Kaj li etendis sian manon kaj prenis la kolombon kaj envenigis gxin al si en la arkeon.",Esperanto
"Kaj li atendis ankoraux aliajn sep tagojn, kaj li denove ellasis la kolombon el la arkeo.",Esperanto
"Kaj revenis al li la kolombo en tempo vespera, kaj jen gxi havis en sia busxo desxiritan folion de olivarbo; kaj Noa konvinkigxis, ke la akvo malfortigxis sur la tero.",Esperanto
"Kaj li atendis ankoraux aliajn sep tagojn, kaj li ellasis la kolombon,  kaj cxi tiu jam ne plu revenis al li.",Esperanto
"Kaj en la sescent-unua jaro, en la unua tago de la unua monato,  forsekigxis la akvo sur la tero; kaj Noa malfermis la tegmenton de la arkeo,  kaj li vidis, ke sekigxis la suprajxo de la tero.",Esperanto
"Kaj en la dua monato, en la dudek-sepa tago de la monato, la tero elsekigxis.",Esperanto
Kaj Dio diris al Noa jene:,Esperanto
