id,username,name,title,country,rapid_rating_last,rapid_rating_deviation,rapid_rating_best,blitz_rating_last,blitz_rating_deviation,blitz_rating_best,bullet_rating_last,bullet_rating_deviation,bullet_rating_best,is_streamer,twitch_url,joined,joined_date,last_online,last_online_date
80869416,ahmadzadaa,Ahmad Ahmadzada,GM,Azerbaijan,2520,46,2578,2873,44,2983,2901,24,2975,False,,1590771588,2020-05-29,1718820548,2024-06-20
19151448,ahmad_alkhatib11,Ahmad Al khatib,GM,Jordan,2103,167,2175,2413,57,2533,2500,88,2500,False,,1412349499,2014-10-03,1718809408,2024-06-19
18765996,airgun1,Aaron P Summerscale,GM,United Kingdom,0,0,0,2421,99,2453,0,0,0,False,,1409837979,2014-09-04,1712950008,2024-04-13
12947654,akshatchandra,Akshat Chandra,GM,United States,0,0,0,2812,25,2890,2861,34,2934,False,,1375195437,2013-07-30,1524153992,2018-04-19
6179690,akshayraj_kore,Akshayraj Kore,GM,United States,2215,156,2215,2520,28,2811,2578,49,2610,False,,1322112601,2011-11-24,1718661302,2024-06-18
76577282,alefedorov,Alexei Fedorov,GM,Belarus,2374,107,2438,2609,78,2616,0,0,0,False,,1586785192,2020-04-13,1689179960,2023-07-12
15438952,aleksa74,Aleksandar Kovacevic,GM,Serbia,2004,191,2091,2654,42,2808,2732,49,2795,False,,1388997295,2014-01-06,1718877066,2024-06-20
33190437,aleksandrovaleksei,Aleksei Aleksandrov,GM,Belarus,2490,86,2589,2656,86,2785,0,0,0,False,,1487065930,2017-02-14,1681747301,2023-04-17
37093806,aleksey_sorokin,Aleksey Sorokin,GM,United States,2539,84,2623,2887,49,3019,2842,82,2849,False,,1500279399,2017-07-17,1718861119,2024-06-20
44532158,alexander-evdokimov,Alexander Evdokimov,GM,Russia,0,0,0,2666,87,2768,0,0,0,False,,1521726302,2018-03-22,1718388623,2024-06-15
2534106,alexanderl,Aleksandr Lenderman,GM,United States,2616,91,2805,2888,58,2997,2752,112,2815,True,https://twitch.tv/gmlenderman,1265635556,2010-02-08,1718836254,2024-06-20
10322550,alexander_donchenko,Alexander Donchenko,GM,International,2552,46,2789,2918,37,2970,2820,32,2901,False,,1357497907,2013-01-07,1718827069,2024-06-20
25487812,alexander_moskalenko,Alexander Moskalenko,GM,Czech Republic,2435,146,2509,2821,47,2968,2670,146,2911,False,,1449680458,2015-12-10,1710255616,2024-03-12
22106804,alexander_zubov,Alexander Zubov,GM,Ukraine,2726,134,2726,3046,72,3068,3015,30,3163,True,,1429883667,2015-04-24,1717603011,2024-06-05
38748136,alexandr_predke,Alexandr Predke,GM,Serbia,2569,46,2710,2882,60,2940,0,0,0,False,,1505754259,2017-09-19,1718129919,2024-06-12
27008932,alexchess1062,,GM,United States,0,0,0,3018,107,3103,3067,79,2920,False,,1456815851,2016-03-01,1628116799,2021-08-05
37651132,alexchess1984,Alexey Kislinsky,GM,Czech Republic,2368,126,2448,2558,32,2811,2600,45,2710,False,,1502186371,2017-08-08,1718796704,2024-06-19
18153308,alexcolovic,Aleksandar Colovic,GM,North Macedonia,0,0,0,0,0,0,0,0,0,False,,1405877355,2014-07-21,1718865743,2024-06-20
4185042,alexeishirov,Alexei Shirov,GM,Spain,2540,115,2909,2874,37,2934,2732,194,2732,False,,1288416382,2010-10-30,1718744149,2024-06-19
39607010,alexei_kornev,Alexei Kornev,GM,Russia,0,0,0,2694,37,2780,0,0,0,False,,1508497427,2017-10-20,1718378297,2024-06-14
63565062,alexhuzman,Alex Huzman,GM,Israel,0,0,0,2693,51,2812,0,0,0,False,,1563861944,2019-07-23,1642149700,2022-01-14
4268408,alexonischuk,Alexander Onischuk,GM,United States,1517,175,2705,2196,110,2345,0,0,0,False,,1290046760,2010-11-18,1718507602,2024-06-16
76468406,alexrustemov,Alexander Rustemov,GM,Russia,2660,47,2723,2853,25,2988,2790,49,2790,False,,1586696209,2020-04-12,1718876427,2024-06-20
84997260,alexsur1981,Aleksei Pridorozhni,GM,Russia,0,0,0,2866,111,2927,2430,240,2650,False,,1593441443,2020-06-29,1701711260,2023-12-05
38427992,alexvangog,Aleksey Goganov,GM,Russia,2488,113,2633,2790,81,2827,0,0,0,False,,1504712343,2017-09-06,1717621157,2024-06-06
4975207,alexyermo,Alex Yermolinsky,GM,United States,1495,162,2206,2121,68,2298,1869,268,2019,False,,1302569448,2011-04-12,1718832384,2024-06-20
9919120,alex_goloshchapov,Aleksander Goloshchapov,GM,Ukraine,1300,254,1300,2077,158,2229,0,0,0,False,,1354837366,2012-12-07,1706425216,2024-01-28
27594810,alex_stripunsky,Alex Stripunsky,GM,United States,1563,342,2550,2652,67,2775,2691,64,2750,False,,1459803316,2016-04-05,1711763750,2024-03-30
31585292,algeriano22,Mohamed Haddouche,GM,Algeria,0,0,0,2570,46,2794,2709,73,2752,False,,1481619746,2016-12-13,1718122794,2024-06-11
334001753,alieraiseafireoozeuh,,GM,Spain,0,0,0,3075,43,3162,0,0,0,False,,1703281429,2023-12-23,1718439385,2024-06-15
28052530,alishersuleymenov,Alisher Suleymenov,GM,Kazakhstan,2196,59,2227,2796,65,2837,3062,54,2973,False,,1462441104,2016-05-05,1715707263,2024-05-15
11301268,allanstig,Allan Stig Rasmussen,GM,Denmark,2495,214,2495,2758,44,2836,2723,37,2826,False,,1364422646,2013-03-28,1718741557,2024-06-19
121354982,allstarserious,,GM,United States,0,0,0,2811,49,2885,2880,49,2891,False,,1613410383,2021-02-16,1710706707,2024-03-18
63192588,almo64,Alexander Motylev,GM,Romania,2418,98,2768,2686,74,2878,2700,349,2700,False,,1562870370,2019-07-12,1715864961,2024-05-16
225106043,alpacacheck,,GM,Peru,0,0,0,2485,49,2618,2230,30,2512,False,,1673646941,2023-01-14,1718827192,2024-06-20
53230370,alphaodin,,GM,Timor-Leste,0,0,0,2933,35,3041,2783,48,2959,False,,1544788422,2018-12-14,1718728305,2024-06-18
49326504,alrayyan2022,Hicham Hamdouchi,GM,Qatar,2568,84,2568,2807,19,2807,2505,49,2570,False,,1535803310,2018-09-01,1712259525,2024-04-05
353789299,alrayyan2024,,GM,Qatar,2522,49,2525,2756,39,2800,2507,49,2507,False,,1711707220,2024-03-29,1718304323,2024-06-14
3453,aman,Aman Hambleton,GM,Canada,0,0,0,2808,57,2941,2921,44,3035,False,,1182074045,2007-06-17,1681934767,2023-04-20
30494226,amintabatabaei,Amin Tabatabaei,GM,Iran,2711,42,2775,3022,41,3138,3001,34,3184,False,,1476970017,2016-10-20,1718806329,2024-06-19
5188643,amir-zaibi,Amir Zaibi,GM,Tunisia,2048,121,2278,2522,49,2549,2443,155,2545,False,,1306572541,2011-05-28,1718840490,2024-06-20
76729100,amirbagheri78,Amir Bagheri,GM,Monaco,2088,169,2253,2729,43,2773,2533,216,2682,False,,1586906458,2020-04-15,1718836268,2024-06-20
20739392,amirreza_p,Amirreza Pourramezanali,GM,Iran,2451,49,2453,2736,45,2920,2417,85,3108,False,,1421914729,2015-01-22,1718472243,2024-06-16
22446876,anaconda1983,Gergely-Andras-Gyula Szabo,GM,Romania,2413,140,2546,2498,178,2579,0,0,0,False,,1431985843,2015-05-19,1718371125,2024-06-14
8441420,anand,Viswanathan Anand,GM,India,0,0,0,0,0,0,0,0,0,False,,1344162603,2012-08-05,1373826927,2013-07-15
60172144,andabata,,GM,United States,0,0,0,3223,25,3194,2445,104,2445,False,,1556070758,2019-04-24,1680536817,2023-04-03
27856580,andrbaryshpolets,Andrii Baryshpolets,GM,United States,2523,49,2541,2708,49,2793,2626,94,2780,False,,1461304494,2016-04-22,1717978602,2024-06-10
10767030,andreikka,Andrey Esipenko,GM,Russia,2722,41,2878,3004,45,3040,2910,121,3144,False,,1360502176,2013-02-10,1718730288,2024-06-19
57173942,andrei_belozerov,Andrei Belozerov,GM,Russia,2192,60,2673,2641,35,2737,2204,76,2528,False,,1549777389,2019-02-10,1718854607,2024-06-20
19271242,andrejs_sokolov,Andrejs Sokolovs,GM,Latvia,0,0,0,2642,49,2805,0,0,0,False,,1413104214,2014-10-12,1718730013,2024-06-19
28000608,andreystukopin,Andrey Stukopin,GM,United States,2593,348,2596,2687,83,2739,2616,51,2616,False,,1462126955,2016-05-02,1718750693,2024-06-19
22642030,androqueen,,GM,Israel,0,0,0,2553,25,2587,2800,59,2826,False,,1433187826,2015-06-02,1456939572,2016-03-03
24471856,andyrodri,Andres Rodriguez Vila,GM,Uruguay,2457,112,2537,2575,108,2575,0,0,0,False,,1444259841,2015-10-08,1718829848,2024-06-20
37642898,angelogm,,GM,Peru,0,0,0,2733,76,2907,2996,127,2996,False,,1502152679,2017-08-08,1712720893,2024-04-10
8432242,angry_twin,Andrey Drygalov,GM,Japan,2501,49,2552,2911,43,3104,2866,47,2917,False,,1344091910,2012-08-04,1718865118,2024-06-20
22252178,anishgiri,Anish Giri,GM,Netherlands,2732,41,2852,3087,75,3115,3084,33,3296,False,,1430772657,2015-05-05,1718118479,2024-06-11
85851574,anishonyoutube,Anish Giri,GM,Netherlands,2949,49,2949,3082,39,3088,3063,28,3200,False,,1593987775,2020-07-06,1718721321,2024-06-18
3936396,ankit_chessneurons,Ankit Rajpara,GM,India,2245,216,2476,2731,96,2731,2765,121,2809,False,,1283755692,2010-09-06,1718855081,2024-06-20
28651376,annawel,Jules Moussard,GM,France,2688,44,2750,3063,36,3085,3039,44,3173,False,,1466038494,2016-06-16,1718876248,2024-06-20
76187764,anna_muzychuk,Anna Muzychuk,GM,Ukraine,2802,185,2802,2642,91,2727,2624,79,2656,False,,1586461173,2020-04-10,1718816329,2024-06-19
41565760,anon219,,GM,Norway,2421,115,2512,2896,53,2935,2687,60,2725,False,,1513932855,2017-12-22,1623323553,2021-06-10
18206892,anthonywirig,Anthony Wirig,GM,France,2353,49,2407,2869,30,2957,2811,48,2882,False,,1406214208,2014-07-24,1718878077,2024-06-20
28435214,antipov_mikhail_al,Mikhail Antipov,GM,United States,2635,46,2675,2943,41,3036,2893,48,3012,False,,1464709202,2016-05-31,1718586240,2024-06-17
24181460,antonshomoev,Anton Shomoev,GM,Russia,0,0,0,2770,83,2865,2700,54,2766,False,,1442646167,2015-09-19,1691732842,2023-08-11
17534752,antonsmirnov,Anton Smirnov,GM,Australia,2427,49,2637,3114,49,3127,2869,45,2962,False,,1401705438,2014-06-02,1718578627,2024-06-17
17050352,anton_demchenko,Anton Demchenko,GM,Slovenia,2609,46,2835,2971,22,3057,2842,46,2842,False,,1398437024,2014-04-25,1718879237,2024-06-20
34186988,anuar_is,Anuar Ismagambetov,GM,Kazakhstan,2589,104,2646,2758,90,2872,2766,103,2622,False,,1490252150,2017-03-23,1718882570,2024-06-20
45931434,anurag328,Anurag Mhamal,GM,India,0,0,0,2651,44,2775,2806,33,2922,False,,1525566064,2018-05-06,1718331053,2024-06-14
157440329,aoitsukibluemoon,Wang Hao,GM,Japan,2689,49,2788,0,0,0,0,0,0,False,,1633758581,2021-10-09,1718773425,2024-06-19
28510314,apocalyps999,Vahe Baghdasaryan,GM,Armenia,2330,211,2404,2372,52,2592,2670,50,2677,False,,1465165436,2016-06-06,1717677340,2024-06-06
171567191,aquarium76,Nodirbek Yakubboev,GM,Uzbekistan,2660,50,2784,2965,44,2994,2755,49,2883,False,,1643984926,2022-02-04,1718262142,2024-06-13
35698852,aradej,Dejan Pikula,GM,Serbia,2220,168,2337,2648,49,2686,0,0,0,False,,1495371383,2017-05-21,1718475661,2024-06-16
61042862,arambai,,GM,Thailand,0,0,0,2977,49,3015,3064,62,3240,False,,1557979483,2019-05-16,1717484525,2024-06-04
325518683,arcticbear64,,GM,Greenland,0,0,0,3242,43,3245,0,0,0,False,,1699787575,2023-11-12,1718854674,2024-06-20
56757462,arcymisie,Akademia Szachowa,GM,Poland,0,0,0,2629,91,2714,2646,128,2646,False,,1548932091,2019-01-31,1718623518,2024-06-17
16973574,arencibia,Walter Arencibia,GM,Cuba,1848,126,2401,2591,30,2720,2465,43,2576,False,,1397933119,2014-04-20,1718630051,2024-06-17
12164308,argonvalerievich,Andrey Kvon,GM,Singapore,2490,167,2490,2747,48,2830,2707,49,2810,False,,1370365503,2013-06-05,1717256810,2024-06-01
75466500,argyllprince,,GM,British Virgin Islands,0,0,0,2815,80,2845,0,0,0,False,,1585867561,2020-04-03,1664305584,2022-09-28
78416266,ariancito1,Arian González Pérez,GM,Cuba,2500,244,0,2527,47,2506,2543,119,2543,False,,1588444322,2020-05-03,1691500636,2023-08-08
43592416,arjun2002,Arjun Kalyan,GM,India,2408,92,2495,2831,90,2847,2666,113,2806,False,,1519299324,2018-02-22,1718199917,2024-06-12
67456812,arjunerigaisi2003,Arjun Erigaisi,GM,India,0,0,0,2915,75,3088,3174,57,3232,False,,1572718642,2019-11-03,1670959174,2022-12-14
20669298,arkonada50,Arkadij Rotstein,GM,Germany,0,0,0,2604,102,2649,2650,207,1234,False,,1421496287,2015-01-17,1712227179,2024-04-04
32114346,arm-akiba,Gabriel Sargissian,GM,Armenia,2508,43,2920,2914,77,2914,2884,141,2884,False,,1483475111,2017-01-04,1718482537,2024-06-16
85950206,armenianlion,Levon Aronian,GM,Armenia,2754,132,2879,0,0,0,3090,85,3271,False,,1594058344,2020-07-07,1617639647,2021-04-05
5979666,arnaudovp,Petar G. Arnaudov,GM,Bulgaria,2368,134,2426,2540,49,2774,2521,49,2527,False,,1319035690,2011-10-19,1710672464,2024-03-17
34432694,arseniy_nesterov,Arseniy Nesterov,GM,International,2530,47,2620,2879,48,2972,2935,43,3008,False,,1491036496,2017-04-01,1718751919,2024-06-19
43053602,artem_ilyin,Artem Iljin,GM,Montenegro,2403,347,2403,2481,68,2573,2649,192,2499,False,,1517904930,2018-02-06,1718606789,2024-06-17
80477590,arthurguo,Arthur Guo,GM,United States,2328,124,2454,2322,93,2436,2649,84,2555,False,,1590423033,2020-05-25,1717694876,2024-06-07
40525990,arthurkogan,A K,GM,Saint Kitts/Nevis,0,0,0,2596,38,2767,2515,36,2520,False,,1511098082,2017-11-19,1718724472,2024-06-18
55724226,artooon,Pranesh M,GM,International,2582,49,2656,3050,38,3108,3023,35,3156,False,,1547032883,2019-01-09,1718864907,2024-06-20
72601922,art_vandelay1980,Hrvoje Stevic,GM,Croatia,0,0,0,2708,98,2802,0,0,0,False,,1582493334,2020-02-24,1718270361,2024-06-13
16542062,arvika,Emanuel Berg,GM,Sweden,2483,68,2613,2786,45,2801,2517,42,2627,False,,1395334629,2014-03-20,1717883714,2024-06-09
31717204,aryamabreu,Aryam Abreu Delgado,GM,United States,2612,349,2612,2624,48,2727,2344,63,2721,False,,1482108809,2016-12-19,1718643880,2024-06-18
41514024,aryangholami,Aryan Gholami,GM,Iran,2249,101,2545,2748,49,2822,2636,89,2684,False,,1513788947,2017-12-20,1718320296,2024-06-14
7684272,aryantari,Aryan Tari,GM,Norway,2539,46,2686,3019,35,3062,3002,25,3218,False,,1337962184,2012-05-25,1718186569,2024-06-12
66261828,as0nchess,Dylan Berdayes,GM,Cuba,2209,306,0,2549,49,2666,2724,46,2729,False,,1570175712,2019-10-04,1718117913,2024-06-11
58142156,asadlivugar,Vugar Asadli,GM,Azerbaijan,2564,46,2771,2929,35,2974,2888,141,2918,False,,1551825545,2019-03-06,1718873221,2024-06-20
8806186,aspired,Priyadharshan Kannappan,GM,India,2471,319,2623,2711,48,2807,2642,34,2818,False,,1346906118,2012-09-06,1718785735,2024-06-19
26735280,astralpulse,Alex Goldin,GM,United States,2520,88,2576,2607,33,2766,2013,330,0,False,,1455562544,2016-02-16,1718834701,2024-06-20
5223058,atalik,Suat Atalik,GM,Serbia,2549,49,2834,2699,49,2744,2695,49,2710,False,,1307161297,2011-06-04,1718867862,2024-06-20
14398900,atomrod,Keith Arkell,GM,United Kingdom,0,0,0,2606,90,2606,2411,51,2411,False,,1384526014,2013-11-15,1714636548,2024-05-02
19005602,attack2mateu,Razvan Preotu,GM,Canada,2462,68,2748,2724,46,2833,2867,78,2867,False,,1411400249,2014-09-22,1717882134,2024-06-09
30615348,attackgm,Julian Hodgson,GM,United Kingdom,0,0,0,2532,154,2787,2708,249,2708,False,,1477585301,2016-10-27,1718647059,2024-06-18
57007888,attilaczebe,Attila Czebe,GM,Hungary,2199,306,2428,2364,47,2503,2234,100,2234,False,,1549451324,2019-02-06,1718875559,2024-06-20
30450640,augustomatraga,Everaldo Matsuura,GM,Brazil,2199,166,2503,2451,93,2451,0,0,0,False,,1476748659,2016-10-18,1690495179,2023-07-28
73024264,austrianfalcon,Yair Parkhov,GM,Austria,2158,194,2318,2444,85,2761,2546,71,2559,False,,1583318935,2020-03-04,1703330690,2023-12-23
44041546,avantage_ru,Dmitry Kokarev,GM,Russia,0,0,0,2803,118,2843,0,0,0,False,,1520454835,2018-03-08,1662218297,2022-09-03
15732684,averagerecord,,GM,International,0,0,0,2985,145,3097,3000,46,2913,False,,1390597967,2014-01-25,1718745657,2024-06-19
48515290,avetik_chessmood,Avetik Grigoryan,GM,United States,0,0,0,2923,164,2941,2872,130,2872,True,,1533537760,2018-08-06,1718020833,2024-06-10
12541638,avitalbor,Avital Boruchovsky,GM,Israel,2590,48,2733,2842,46,2919,2681,132,2796,False,,1372627048,2013-07-01,1718785126,2024-06-19
22638806,avolodin,Aleksandr Volodin,GM,Estonia,0,0,0,2777,35,2826,2762,45,2824,False,,1433172510,2015-06-01,1712083464,2024-04-03
23863656,axves,Tigran Kotanjian,GM,Armenia,2093,49,0,2505,38,2746,2150,347,0,False,,1440773620,2015-08-28,1712942281,2024-04-13
15027086,aygehovit1992,Nikita Matinian,GM,International,2433,49,2504,2782,34,2898,2781,34,2808,False,,1387029616,2013-12-14,1718873129,2024-06-20
47865732,azerichess,Shakhriyar Mamedyarov,GM,Azerbaijan,2748,49,2820,3007,46,3096,2963,43,3212,True,https://twitch.tv/shakhriyarmamedyarov,1531570378,2018-07-14,1718296687,2024-06-13
41533340,azerichessss,Shakhriyar Mamedyarov,GM,United States,0,0,0,2814,290,2814,2255,196,2162,False,,1513843769,2017-12-21,1520484397,2018-03-08
35218788,azeryahu,Gyula Pap,GM,Hungary,2318,97,2459,2818,33,3001,2775,47,2889,False,,1493721766,2017-05-02,1718846392,2024-06-20
9215860,azgm,Rashad Babaev,GM,United States,0,0,0,2162,180,2314,0,0,0,False,,1349958889,2012-10-11,1378614793,2013-09-08
44058794,azikom,Azer Mirzoev,GM,Azerbaijan,2429,101,2562,2716,44,2770,2449,48,2492,False,,1520509648,2018-03-08,1718745311,2024-06-19
13915816,azzaro25,Anish Giri,GM,The Gambia,1993,49,0,3062,47,3123,3157,49,3196,False,,1381868779,2013-10-16,1716669269,2024-05-26
1440936,b-man,Bragi Thorfinnsson,GM,Iceland,2360,198,2455,2497,49,2711,2600,49,2734,False,,1216122362,2008-07-15,1718647506,2024-06-18
4262684,b-unit,Bogdan Lalic,GM,England,2309,49,2534,2396,123,2472,2224,124,2677,False,,1289939464,2010-11-17,1718875772,2024-06-20
37916768,baag,Dambasuren Batsuren,GM,Mongolia,2314,123,2401,2867,48,2905,2911,48,2925,False,,1503062661,2017-08-18,1718658407,2024-06-18
40192508,babegroot,Wen Yang,GM,China,2128,218,0,2766,47,2937,2911,93,3004,False,,1510212256,2017-11-09,1718430200,2024-06-15
51440000,baby_legs,Arik Braun,GM,Germany,2518,155,2643,2636,49,2799,2471,70,2502,False,,1541266745,2018-11-04,1718636549,2024-06-17
62104636,bacallao2019,Yusnel Bacallao Alonso,GM,Cuba,2545,114,2713,2773,58,2870,2750,73,2662,False,,1560122062,2019-06-10,1718400925,2024-06-15
27018884,bacyanide,Nino Batsiashvili,GM,Georgia,2434,121,2535,2474,40,2574,2413,47,2560,False,,1456864518,2016-03-02,1718860564,2024-06-20
31797746,baki83,Etienne Bacrot,GM,France,2566,47,2807,2812,30,2976,2764,49,2846,False,,1482424927,2016-12-22,1718834221,2024-06-20
56934782,bakki78,Vladimir Baklan,GM,Ukraine,2665,112,2692,2694,110,2799,2870,106,2903,True,https://twitch.tv/greatbakki,1549298105,2019-02-04,1717783895,2024-06-08
137706882,baku_boulevard,Rauf Mamedov,GM,Ukraine,2671,42,2759,3026,49,3124,3033,49,3173,False,,1619594485,2021-04-28,1718624112,2024-06-17
15590494,bancsoo,Tamas Banusz,GM,Hungary,2573,46,2695,2906,35,2979,2763,23,2979,False,,1389805356,2014-01-16,1718830205,2024-06-20
19312094,bankrotten,Einar Johan Gausel,GM,Norway,0,0,0,2648,48,2698,2369,64,2397,False,,1413378897,2014-10-15,1718712973,2024-06-18
49175110,barcelona_guy,,GM,Spain,0,0,0,2666,36,2843,2714,37,2706,False,,1535396063,2018-08-28,1667735857,2022-11-06
66657052,bardiya_daneshvar,Bardiya Daneshvar,GM,Iran,2637,41,2659,3026,38,3071,2860,73,2894,False,,1571038320,2019-10-14,1718787099,2024-06-19
15369010,bartoszsocko,Bartosz Socko,GM,Poland,0,0,0,2898,80,2898,2775,49,2896,False,,1388659794,2014-01-02,1718481567,2024-06-16
42768378,barys1974,Pavel Kotsur,GM,Kazakhstan,1954,83,2476,2632,42,2828,2586,49,2586,False,,1517140607,2018-01-28,1718861218,2024-06-20
2836833,barzed,Oliver Barbosa,GM,United States,2346,49,2811,2758,91,2937,2952,41,3009,False,,1274074762,2010-05-17,1718841422,2024-06-20
28817286,batica1984,Milos Perunovic,GM,Serbia,2681,104,2757,2762,44,2884,2751,72,2786,False,,1467034836,2016-06-27,1718818953,2024-06-20
2353940,batolovic,Eugene Torre,GM,Philippines,846,130,1200,2523,48,2539,1923,162,2367,False,,1260048766,2009-12-06,1718608595,2024-06-17
83444740,bazarov04,,GM,Russia,2217,261,2432,2815,27,2839,2632,101,2781,False,,1592599556,2020-06-20,1718838076,2024-06-20
122628190,beastslovetheprocess,,GM,Tanzania,2164,91,2506,2682,63,2906,2591,40,2744,False,,1613832278,2021-02-20,1715053293,2024-05-07
17624806,beca95,Aleksandar Indjic,GM,Serbia,2555,41,2709,2957,30,3041,2886,43,2916,False,,1402315532,2014-06-09,1718815189,2024-06-19
21807638,beebucks,Sergei Beshukov,GM,United Arab Emirates,0,0,0,0,0,0,0,0,0,False,,1428081176,2015-04-04,1516104863,2018-01-16
64781158,belabadea21,Bela Badea,GM,Romania,2347,212,2347,2284,129,2443,0,0,0,False,,1566920420,2019-08-27,1713290184,2024-04-17
1914068,bentsfriend,Mihajlo Stojanovic,GM,Serbia,2342,49,2342,2672,149,2672,0,0,0,False,,1242028648,2009-05-11,1718713272,2024-06-18
319364673,berkesferi,Ferenc Berkes,GM,Hungary,0,0,0,0,0,0,2556,259,2556,False,,1697227828,2023-10-14,1697402996,2023-10-16
57104008,berny643,Jan Bernasek,GM,Czech Republic,2252,149,2500,2500,48,2647,2500,56,2347,False,,1549640826,2019-02-08,1717778147,2024-06-07
31734666,besmall,Leonid Yudasin,GM,United States,2539,49,2613,2273,150,2343,2086,83,2068,False,,1482180725,2016-12-20,1718577736,2024-06-17
35440376,bestcoacheverr,,GM,England,0,0,0,2926,45,2933,0,0,0,False,,1494490701,2017-05-11,1510083121,2017-11-08
26303484,bigfish1995,Vladimir Fedoseev,GM,Slovenia,2812,46,2812,3104,37,3205,3030,18,3231,True,https://twitch.tv/bigfish1995,1453591623,2016-01-24,1718838474,2024-06-20
