id,username,name,title,country,country_code,verified,status,league,avatar,rapid_rating_last,rapid_rating_deviation,rapid_rating_best,rapid_record_win,rapid_rating_draw,rapid_rating_loss,blitz_rating_last,blitz_rating_deviation,blitz_rating_best,blitz_record_win,blitz_rating_draw,blitz_rating_loss,bullet_rating_last,bullet_rating_deviation,bullet_rating_best,bullet_record_win,bullet_rating_draw,bullet_rating_loss,is_streamer,twitch_url,joined,joined_date,last_online,last_online_date
64538072,19andi73,,CM,Austria,AT,False,premium,Legend,https://images.chesscomfiles.com/uploads/v1/user/64538072.2096797d.200x200o.205da2782891.jpg,2346,28,2397,3973,613,2298,2241,31,2262,1288,128,887,0,0,0,0,0,0,False,,1566380405,2019-08-21,1722056565,2024-07-27
32476552,1b31-0,Brandon Xia,CM,United States,US,False,premium,Elite,https://images.chesscomfiles.com/uploads/v1/user/32476552.66e0a602.200x200o.385f45518d67.png,1423,213,2128,12,5,2,2515,35,2532,981,145,688,2493,49,2597,1162,143,1013,False,,1484709881,2017-01-18,1721953248,2024-07-26
24513440,1bilgen,,NM,United States,US,False,premium,Champion,https://images.chesscomfiles.com/uploads/v1/user/24513440.620d9140.200x200o.ed4df5151857.jpg,2127,160,2232,42,15,10,2511,49,2511,3862,341,3103,2427,32,2583,3100,244,2198,False,,1444498410,2015-10-11,1721680775,2024-07-23
34470030,1c4_1-0,1.c4 I won,CM,United States,US,False,premium,,https://images.chesscomfiles.com/uploads/v1/user/34470030.6a7ac67c.200x200o.45010fe830b8.jpeg,2091,131,2091,237,25,330,2219,70,2342,881,81,570,2231,69,2104,630,36,499,False,,1491159381,2017-04-03,1689700569,2023-07-19
18138088,1d4_1-0,Jason Metpally,NM,United States,US,False,premium,Crystal,https://images.chesscomfiles.com/uploads/v1/user/18138088.7d22e0ce.200x200o.67666ffa5b69.jpeg,2234,49,2380,43,5,20,2291,33,2366,978,90,773,2117,49,2309,207,12,128,False,,1405785283,2014-07-19,1722138178,2024-07-28
156123793,1d51-0,,NM,Canada,CA,False,premium,Crystal,https://images.chesscomfiles.com/uploads/v1/user/156123793.f9650d88.200x200o.d44b353a827e.jpeg,2047,303,2047,1,0,0,2199,63,2506,811,191,1037,2128,44,2386,763,110,939,False,,1632771547,2021-09-28,1722133714,2024-07-28
24318588,1e41-0,,IM,United States,US,False,premium,Champion,https://images.chesscomfiles.com/uploads/v1/user/24318588.5e8b59f5.200x200o.d8d0c5a05d32.jpeg,2708,128,2708,96,16,23,2951,32,3002,4390,739,3162,2948,49,2948,2982,388,2160,False,,1443401425,2015-09-28,1722096083,2024-07-27
55410936,1e41-o,,NM,Ukraine,UA,False,premium,Stone,https://images.chesscomfiles.com/uploads/v1/user/55410936.70aa7813.200x200o.7fe96aa5c35b.jpeg,2566,113,2569,88,11,15,2454,141,2577,875,86,586,2314,60,2427,1828,206,1767,False,,1546393876,2019-01-02,1685850927,2023-06-04
146844725,1e42ke21-0,,CM,Chad,TD,False,premium,Bronze,,1860,243,1943,5,1,2,2140,68,2401,25,4,32,2118,148,2243,5,0,3,False,,1625446612,2021-07-05,1722029810,2024-07-27
32924566,1g41-0,,NM,United States,US,False,premium,Elite,https://images.chesscomfiles.com/uploads/v1/user/32924566.f16ac586.200x200o.09ae0680ca49.jpeg,2127,168,2173,328,31,176,2622,47,2703,4270,620,3812,2633,26,2942,7204,846,6329,False,,1486226780,2017-02-04,1722054518,2024-07-27
116624298,1g60-1,Sharvesh Deviprasath,FM,United States,US,False,premium,Silver,,2058,49,2092,13,6,3,2437,46,2493,126,24,127,2226,124,2440,99,10,103,False,,1611870457,2021-01-29,1722122706,2024-07-28
262012271,1gelm9ister,Pavel Podlozniy,CM,Australia,AU,False,premium,Champion,https://images.chesscomfiles.com/uploads/v1/user/262012271.98e4562f.200x200o.1a7caf5c2d53.jpg,2210,44,2218,52,11,34,2362,45,2389,226,48,246,0,0,0,0,0,0,False,,1678898342,2023-03-15,1721617169,2024-07-22
10009946,1lec,Alec Andersen,NM,United States,US,False,premium,Legend,https://images.chesscomfiles.com/uploads/v1/user/10009946.a573c88d.200x200o.f61d22a3abe7.jpeg,2214,147,2310,132,13,69,2200,94,2266,2589,183,1669,2208,72,2341,1791,110,1194,False,,1355460208,2012-12-14,1722107927,2024-07-28
79858202,1mbl4,Imangali Akhilbay,FM,Kazakhstan,KZ,False,premium,Bronze,,2023,249,1433,1,0,1,2661,46,2663,81,7,58,2253,116,2274,9,0,3,False,,1589814373,2020-05-18,1721767593,2024-07-24
46287590,1moodyman1,Alexandr Tarasov,FM,Russia,RU,False,premium,Champion,,2383,143,2575,5,1,2,2698,39,2747,587,101,404,2672,81,2672,709,89,555,False,,1526635114,2018-05-18,1718429219,2024-06-15
87160328,1ncogn1to,,WCM,South Africa,ZA,False,premium,,,1714,112,1865,6,1,6,0,0,0,0,0,0,0,0,0,0,0,0,False,,1595257340,2020-07-20,1661080946,2022-08-21
78723798,1nf3_fan,Łukasz Bardeli,FM,Poland,PL,False,premium,Silver,,2066,259,0,1,0,1,2123,60,2327,1071,145,722,0,0,0,0,0,0,False,,1588757280,2020-05-06,1719520971,2024-06-28
56378298,1nikolachess,Nikola Kanov,FM,Bulgaria,BG,False,premium,Stone,,1947,192,1947,5,0,3,2394,170,2394,42,7,42,2136,110,2186,8,0,5,False,,1548178312,2019-01-23,1722094864,2024-07-27
73852826,1przemyslaw1,Przemyslaw Skalik,IM,Poland,PL,False,premium,Wood,,2296,349,2350,3,0,0,2231,147,2578,85,12,97,2259,105,2520,4,1,6,False,,1584615530,2020-03-19,1718813024,2024-06-19
4739356,1scaramouche1,,IM,United States,US,False,premium,Wood,https://images.chesscomfiles.com/uploads/v1/user/4739356.7abd41f4.200x200o.c5500e2c4a2d.jpeg,2400,149,1855,59,0,26,2363,94,2401,1237,57,571,2366,95,2400,8468,216,4815,False,,1298158792,2011-02-20,1654522617,2022-06-06
57055098,1spongebob,Anastasia Dubnikova,WFM,Russia,RU,False,premium,Silver,https://images.chesscomfiles.com/uploads/v1/user/57055098.2a1367a1.200x200o.879d27bf094b.jpeg,2364,247,2364,1,0,0,2469,32,2503,352,65,314,2391,124,2555,638,87,568,False,,1549546266,2019-02-07,1721331744,2024-07-19
13013662,1stsecond,Nikita Meshkovs,GM,Latvia,LV,False,premium,Legend,https://images.chesscomfiles.com/uploads/v1/user/13013662.ad4c23f8.200x200o.da161572d8ed.jpeg,2571,45,2617,39,15,33,2952,29,3010,6006,886,4612,3002,35,3022,1233,170,922,False,,1375617889,2013-08-04,1722108218,2024-07-28
35871002,2007checkmate,Vyom Vidyarthi,CM,United States,US,False,premium,,https://images.chesscomfiles.com/uploads/v1/user/35871002.248163b2.200x200o.71e25ccd14b4.jpeg,2774,100,2465,108,18,43,2774,27,2774,1852,294,1177,2665,21,2665,897,73,512,False,,1495942370,2017-05-28,1603063732,2020-10-19
22645340,2008king,Sriram Krishnakumar,FM,United States,US,False,premium,Legend,https://images.chesscomfiles.com/uploads/v1/user/22645340.44cdc372.200x200o.6e36884caebe.jpeg,2405,84,2429,223,43,72,2388,60,2577,958,135,643,2260,62,2491,825,113,582,False,,1433207689,2015-06-02,1721928005,2024-07-26
10092324,2012vachamp,,NM,United States,US,False,premium,Silver,https://images.chesscomfiles.com/uploads/v1/user/10092324.c6c8368b.200x200o.e11b30d8d1a0.jpeg,2173,176,2173,3,0,1,2444,121,2534,280,20,112,2507,118,2527,20182,423,2365,False,,1356021506,2012-12-20,1722149478,2024-07-28
16857168,20ofjuly,Nguyen Khoi Nguyen Le,CM,Vietnam,VN,False,premium,Crystal,,1874,167,2220,7,4,9,2234,75,2443,836,111,917,2430,34,2593,6315,792,7460,False,,1397233396,2014-04-11,1721467190,2024-07-20
150669065,21catch22,,FM,Falkland Islands,FK,False,premium,Champion,,2356,349,2356,1,0,0,2374,29,2458,361,54,334,0,0,0,0,0,0,False,,1628590382,2021-08-10,1699614480,2023-11-10
23986026,21osakat,Takuma Osaka,CM,Japan,JP,False,premium,Crystal,https://images.chesscomfiles.com/uploads/v1/user/23986026.8d1c4c02.200x200o.f1b21baea9d4.jpeg,1759,262,2039,7,2,3,2033,50,2139,777,75,577,2197,248,2197,1,0,0,False,,1441509447,2015-09-06,1722054800,2024-07-27
38153638,222222aaaaddddfcdds,Tinatin Beridze,WCM,Georgia,GE,False,premium,Elite,https://images.chesscomfiles.com/uploads/v1/user/38153638.d82e7503.200x200o.1ede96620e6c.jpg,2114,38,2133,117,6,74,1984,73,2089,420,38,481,1987,63,2135,1004,45,983,False,,1503838649,2017-08-27,1721996609,2024-07-26
7225641,2346pl,Przemyslaw Koc,NM,Poland,PL,False,premium,Legend,https://images.chesscomfiles.com/uploads/v1/user/7225641.6d0311c5.200x200o.73f053997556.jpeg,2476,164,2476,28,11,19,2649,31,2730,6081,1039,4640,2447,57,2497,743,78,529,False,,1333877209,2012-04-08,1722086660,2024-07-27
289367429,2400fm,Denyefa Callistus Eyetonghan,FM,Mexico,MX,False,premium,Bronze,https://images.chesscomfiles.com/uploads/v1/user/289367429.ae522bc0.200x200o.a2078b0d209d.jpg,2200,131,1499,4,0,3,2245,206,2245,1,0,2,2154,102,2189,11,0,2,False,,1685291240,2023-05-28,1721746955,2024-07-23
37502750,26andrej26,Andrej Sukovic,FM,Montenegro,ME,False,premium,Crystal,https://images.chesscomfiles.com/uploads/v1/user/37502750.95cbd36b.200x200o.5c7e21dcd3bb.jpg,2226,48,2372,10,5,6,2538,46,2720,4515,843,5368,2557,35,2745,1411,215,1626,False,,1501692110,2017-08-02,1722014192,2024-07-27
6329939,2900tactinhos,Mulenga Prince Daniel,FM,Zambia,ZM,False,premium,Elite,https://images.chesscomfiles.com/uploads/v1/user/6329939.26a40076.200x200o.20c3ef64e4ec.jpeg,2341,49,2357,26,1,15,2500,70,2550,4438,454,3601,2361,171,2361,249,12,187,False,,1324161798,2011-12-18,1722023603,2024-07-27
28618754,2bf41-0,Kirk Ghazarian,IM,International,XX,False,premium,Silver,https://images.chesscomfiles.com/uploads/v1/user/28618754.ec7e0b87.200x200o.c7bf01ab4116.jpg,2474,73,2545,58,9,22,2805,44,2842,586,141,534,2762,32,2885,1494,180,1447,False,,1465836906,2016-06-13,1722147014,2024-07-28
317442707,2coaches1profile,Mladen Gajic,FM,European Union,EU,False,premium,Elite,,2311,49,2311,5,0,0,2611,47,2631,253,29,131,2650,27,2706,1196,171,1011,False,,1696511528,2023-10-05,1722005484,2024-07-26
13615806,2good4u734,,NM,United States,US,False,premium,Crystal,https://images.chesscomfiles.com/uploads/v1/user/13615806.67a08999.200x200o.9ba9f611d7d4.png,1930,201,2032,304,36,222,2424,72,2424,1200,113,1017,2533,30,2637,7473,571,6433,False,,1379796091,2013-09-22,1722029013,2024-07-27
29633530,2killer2,Llatzer Bru Rullo,FM,Spain,ES,False,premium,Silver,,2332,250,1340,1,0,0,2465,84,2560,1051,165,783,2278,112,2197,99,4,76,False,,1472136860,2016-08-25,1722081613,2024-07-27
296344315,2krk1,,IM,Spain,ES,False,premium,Silver,,2395,49,2395,2,1,0,2696,66,2741,278,58,214,2769,35,2799,75,19,64,False,,1687878279,2023-06-27,1719665303,2024-06-29
32137378,2ktngo,Georgi Orlov,IM,United States,US,False,premium,Silver,,2499,49,2499,14,0,0,2556,47,2656,393,55,201,0,0,0,0,0,0,False,,1483554524,2017-01-05,1722042262,2024-07-27
37635378,2l8iwun,Rithwik Mathur,NM,United States,US,False,premium,Legend,,2090,114,2122,17,8,14,2143,35,2725,4355,906,5412,1762,49,2319,4196,454,5013,False,,1502130276,2017-08-08,1720470712,2024-07-09
39375132,2sks,Vladimir Hrtko,CM,Slovakia,SK,False,premium,Champion,https://images.chesscomfiles.com/uploads/v1/user/39375132.6066953f.200x200o.54d51a1168af.jpeg,2154,40,2220,441,105,344,2146,29,2244,13100,2849,12074,2102,74,2052,2914,418,2854,False,,1507781168,2017-10-12,1722104230,2024-07-28
41085000,2tilted,,NM,United States,US,False,premium,Champion,,2148,45,2240,82,8,39,2462,58,2597,5186,764,4601,2515,32,2617,3125,397,2641,False,,1512620568,2017-12-07,1710093885,2024-03-11
76162960,2typicalchessplayer,Mihael Jakrlin,CM,Denmark,DK,False,premium,Crystal,,2224,83,2253,12,1,7,2485,74,2489,486,62,367,2435,65,2504,100,9,58,False,,1586446619,2020-04-09,1720357442,2024-07-07
4739759,3ptdka,Ziwen Zhou,NM,United States,US,False,premium,Legend,,2416,49,2453,36,6,57,2586,19,2740,9200,1774,9090,2598,47,2622,1757,208,1585,False,,1298164419,2011-02-20,1712860581,2024-04-12
42839004,3sp15-2,Hans Moehn,FM,Germany,DE,False,premium,Legend,,0,0,0,0,0,0,2691,45,2740,5337,1199,4109,2485,47,2709,1881,244,1135,False,,1517329530,2018-01-30,1722080540,2024-07-27
71284884,46tumtrah,Hartmut Metz,FM,Germany,DE,False,premium,Wood,,2304,348,2304,9,0,0,2236,69,2455,484,86,361,0,0,0,0,0,0,False,,1579996345,2020-01-26,1650977961,2022-04-26
120806738,4_erg_sakenova,Salima Sakenova,WFM,Kazakhstan,KZ,False,premium,,,1990,147,2111,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,False,,1613213625,2021-02-13,1710080852,2024-03-10
31306480,4e4ako,Kosarev Aleksey,FM,Russia,RU,False,premium,Wood,,2202,74,2213,18,1,4,2256,158,2256,74,8,57,1816,149,1970,9,0,3,False,,1480612787,2016-12-02,1642939059,2022-01-23
76978006,4empechement,,WIM,Hungary,HU,False,premium,Bronze,,0,0,0,0,0,0,2522,58,2542,287,25,240,0,0,0,0,0,0,False,,1587123756,2020-04-17,1680940925,2023-04-08
37857424,4rs,Roman Garifullin,FM,Argentina,AR,False,premium,Elite,https://images.chesscomfiles.com/uploads/v1/user/37857424.3fc4cca0.200x200o.9009e84ddb1a.jpeg,0,0,0,0,0,0,2451,71,2565,2615,410,1843,2281,115,2336,50,3,20,False,,1502869353,2017-08-16,1706329271,2024-01-27
69412324,4thd-alpeacefulmoon,Robert Markus,GM,Serbia,RS,False,premium,Bronze,https://images.chesscomfiles.com/uploads/v1/user/69412324.a8a2af79.200x200o.f77e8743116c.jpeg,0,0,0,0,0,0,2724,47,2732,13,4,2,0,0,0,0,0,0,False,,1576488055,2019-12-16,1721915110,2024-07-25
80117220,50tugrik,Batbold Nyamsuren,FM,Mongolia,MN,False,premium,Crystal,https://images.chesscomfiles.com/uploads/v1/user/80117220.6e2e11a4.200x200o.6cc29d502c92.jpg,1601,248,1802,1,0,1,2412,60,2548,189,27,163,2568,32,2570,267,20,142,False,,1590065373,2020-05-21,1721742882,2024-07-23
32088400,5sight,Kyle Haining,CM,United States,US,False,premium,Silver,https://images.chesscomfiles.com/uploads/v1/user/32088400.9ae1c3f8.200x200o.556b1ea7c621.jpeg,2371,49,2521,102,12,45,2526,49,2567,1546,310,1188,2506,64,2562,1071,126,782,False,,1483392479,2017-01-03,1722037176,2024-07-27
79209652,60minban,,IM,United States,US,False,premium,,,0,0,0,0,0,0,2457,200,2582,2,0,1,2889,176,2889,3,0,1,False,,1589218481,2020-05-12,1589219028,2020-05-12
29980578,6262i,Игорь Урюпин,FM,Russia,RU,False,premium,Wood,https://images.chesscomfiles.com/uploads/v1/user/29980578.55a47dc8.200x200o.efb079c8d2a8.png,2409,38,2409,236,17,59,2507,100,2507,1801,192,1030,0,0,0,0,0,0,False,,1474137910,2016-09-18,1722012131,2024-07-26
61772928,64life,Mark Stephens,NM,United States,US,False,premium,,,2156,58,2168,40,2,10,1908,26,2096,266,25,236,0,0,0,0,0,0,False,,1559336432,2019-06-01,1564704498,2019-08-02
11098708,67stingray,Jim Banks,NM,Belize,BZ,False,premium,,https://images.chesscomfiles.com/uploads/v1/user/11098708.0f583277.200x200o.0b203bd16377.jpeg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,,1362937652,2013-03-11,1722087335,2024-07-27
5811155,6foot7foot,Lihong Tang,NM,United States,US,False,premium,Silver,,2219,132,2219,8,0,0,2464,71,2464,340,28,155,2581,62,2520,1121,59,477,False,,1316376031,2011-09-19,1720721086,2024-07-12
279211437,6packplayer,,FM,Poland,PL,False,premium,Crystal,https://images.chesscomfiles.com/uploads/v1/user/279211437.1d16fce6.200x200o.1ba4e98af25d.jpg,2365,248,2365,1,0,0,2309,61,2315,60,6,40,2555,165,2555,4,0,0,False,,1682460447,2023-04-26,1717166513,2024-05-31
62717104,7-the_dragon-7,,FM,China,CN,False,premium,Champion,,2188,48,2391,28,12,34,1929,46,2345,1750,129,1647,1857,61,2126,88,3,82,False,,1561583382,2019-06-27,1721826864,2024-07-24
16111456,72hitman72,Pieter Hopman,IM,Netherlands,NL,False,premium,Silver,,1429,182,1961,11,0,3,2276,74,2441,556,50,330,2240,104,2090,12,1,4,False,,1392740017,2014-02-18,1713393056,2024-04-18
28945604,777chessnok777,Anastasiia Dubovyk,NM,Ukraine,UA,False,premium,,https://images.chesscomfiles.com/uploads/v1/user/28945604.84262fe6.200x200o.a26f3a266516.jpeg,1903,119,2140,8,1,5,2154,57,2412,3261,380,2830,2279,92,2279,168,9,92,False,,1467807951,2016-07-06,1666899671,2022-10-28
30372216,7hanat,Zhanat Saiyn,IM,International,XX,False,premium,Crystal,https://images.chesscomfiles.com/uploads/v1/user/30372216.4baf4259.200x200o.60c4966c40f3.png,2281,111,2717,141,6,15,2988,84,2988,552,159,410,2471,35,2877,8428,879,4520,False,,1476360999,2016-10-13,1721977285,2024-07-26
27138918,7madman,Pascal Barzen,FM,Germany,DE,False,premium,Silver,,0,0,0,0,0,0,2451,98,2700,875,136,599,2727,38,2854,1705,155,1192,False,,1457482870,2016-03-09,1721149390,2024-07-17
150933141,7next,,WFM,Kenya,KE,False,premium,Bronze,,2039,49,2039,34,7,13,1799,134,1799,4,0,2,0,0,0,0,0,0,False,,1628798259,2021-08-13,1721315311,2024-07-18
15659272,911master,Tom Shih,NM,United States,US,False,premium,Legend,,2138,27,2150,216,16,124,1951,28,2100,12298,724,11100,0,0,0,0,0,0,False,,1390175693,2014-01-20,1721670119,2024-07-23
37086198,94hawkeye,,NM,United States,US,False,premium,Legend,https://images.chesscomfiles.com/uploads/v1/user/37086198.f91b0a94.200x200o.713b4e1c5e02.jpeg,1978,64,2228,909,83,559,1782,62,2099,5836,307,3734,1458,34,1831,11417,212,10157,False,,1500244439,2017-07-17,1722150535,2024-07-28
43349734,a-adly,Ahmed Adly,GM,Egypt,EG,False,premium,Silver,https://images.chesscomfiles.com/uploads/v1/user/43349734.452f442f.200x200o.7d507c9ece41.jpeg,2720,122,2720,10,2,3,2920,37,3007,549,74,313,2899,27,3020,975,107,649,False,,1518647998,2018-02-15,1721100106,2024-07-16
13025742,a-druckenthaner,Andreas Druckenthaner,FM,Austria,AT,False,premium,Legend,https://images.chesscomfiles.com/uploads/v1/user/13025742.b5e361ae.200x200o.1cc477b47917.jpg,1368,193,1479,2,0,1,2469,29,2535,14405,2813,9112,0,0,0,0,0,0,False,,1375697779,2013-08-05,1722148780,2024-07-28
10968500,a-fier,Alex Fier,GM,Brazil,BR,False,premium,Crystal,https://images.chesscomfiles.com/uploads/v1/user/10968500.f31e4e06.200x200o.2418d3cb8a26.jpeg,2482,49,2589,81,42,62,2822,49,2948,1888,396,1270,2668,49,2839,199,18,145,True,,1361966117,2013-02-27,1722116466,2024-07-28
78403564,a-s-00,Assel Serikbay,WIM,Kazakhstan,KZ,False,premium,Stone,,2148,88,2218,89,16,33,2269,50,2431,265,44,324,2192,81,2323,36,4,36,False,,1588434840,2020-05-02,1645552438,2022-02-23
73479888,a3aki,Adrian Kondakov,CM,United States,US,False,premium,Bronze,,2018,157,2074,24,10,24,2207,71,2289,89,28,94,2140,147,2140,46,6,34,False,,1584145162,2020-03-14,1715361936,2024-05-11
29678766,a4rooka3,Lucius Melillo,FM,United States,US,False,premium,Legend,,2266,47,2282,242,47,83,2477,31,2596,2575,597,2089,2401,38,2608,1453,193,1277,False,,1472401459,2016-08-28,1722146790,2024-07-28
