id,title,year,description,category,region,difficulty,source
asia-ming-wall-1470,Great Wall Rebuilt,1470,The Ming rebuilt the Great Wall into its modern form.,technology,asia,4,britannica
asia-sea-ban-1522,Haijin Sea Ban,1522,The Ming banned private maritime trade.,politics,asia,5,britannica
asia-wanli-reign-1572,Wanli Emperor Reigns,1572,The long Wanli reign saw the decline of the Ming.,politics,asia,5,britannica
asia-ming-falls-1644,Ming Dynasty Falls,1644,Rebels captured Beijing ending the Ming.,politics,asia,3,britannica
asia-qing-dynasty-1644,Qing Dynasty Founded,1644,The Manchu Qing took control of China.,politics,asia,2,britannica
asia-kangxi-1661,Kangxi Emperor Rules,1661,The Kangxi era brought stability and expansion.,politics,asia,4,britannica
asia-qianlong-1735,Qianlong Emperor Rules,1735,Qianlong's long reign peaked Qing power.,politics,asia,4,britannica
asia-opium-war-1839,First Opium War,1839,Britain forced open China's trade.,war,asia,3,britannica
asia-treaty-nanjing-1842,Treaty of Nanjing Signed,1842,China ceded Hong Kong and opened treaty ports.,politics,asia,3,britannica
asia-taiping-rebellion-1850,Taiping Rebellion Begins,1850,Hong Xiuquan's rebellion ravaged China.,war,asia,3,britannica
asia-arrow-war-1856,Second Opium War,1856,Britain and France attacked China again.,war,asia,4,britannica
asia-summer-palace-1860,Summer Palace Destroyed,1860,Foreign troops looted the Yuanmingyuan.,war,asia,4,britannica
asia-self-strengthening-1861,Self-Strengthening Movement,1861,Qing officials modernized the military.,politics,asia,4,britannica
asia-boxer-rebellion-1899,Boxer Rebellion Begins,1899,Boxers attacked foreigners and missionaries.,war,asia,3,britannica
asia-boxer-protocol-1901,Boxer Protocol Signed,1901,China paid huge indemnities to foreign powers.,politics,asia,4,britannica
asia-xinhai-revolution-1911,Xinhai Revolution,1911,Republicans overthrew the Qing dynasty.,war,asia,2,britannica
asia-republic-china-1912,Republic of China Founded,1912,Sun Yat-sen proclaimed the Chinese Republic.,politics,asia,2,britannica
asia-yuan-shikai-1913,Yuan Shikai Becomes President,1913,Yuan Shikai consolidated authoritarian power.,politics,asia,5,britannica
asia-may-fourth-1919,May Fourth Movement,1919,Students protested against the Versailles terms.,politics,asia,3,britannica
asia-ccp-founded-1921,Communist Party Founded,1921,The CCP held its first congress in Shanghai.,politics,asia,3,britannica
asia-first-united-front-1924,First United Front,1924,Nationalists and communists allied against warlords.,politics,asia,5,britannica
asia-northern-expedition-1926,Northern Expedition Begins,1926,Chiang Kai-shek's armies marched north.,war,asia,4,britannica
asia-nanchang-uprising-1927,Nanchang Uprising,1927,Communists launched their first armed revolt.,war,asia,4,britannica
asia-long-march-1934,Long March Begins,1934,Communist forces retreated across China.,war,asia,3,britannica
asia-xian-incident-1936,Xi'an Incident,1936,Chiang Kai-shek was detained and forced to resist Japan.,politics,asia,4,britannica
asia-second-sino-japanese-1937,Second Sino-Japanese War,1937,Full-scale war broke out between China and Japan.,war,asia,2,britannica
asia-nanjing-massacre-1937,Nanjing Massacre,1937,Japanese troops carried out mass killings in Nanjing.,war,asia,3,britannica
asia-ww2-china-1945,China Wins World War II,1945,Japan surrendered ending the war in China.,war,asia,3,britannica
asia-civil-war-resumes-1946,Chinese Civil War Resumes,1946,Nationalists and communists resumed fighting.,war,asia,3,britannica
asia-prc-founded-1949,People's Republic Founded,1949,Mao Zedong proclaimed the PRC on October 1.,politics,asia,2,britannica
asia-korean-war-1950,China Enters Korean War,1950,Chinese forces crossed into Korea.,war,asia,3,britannica
asia-five-year-plans-1953,First Five-Year Plan,1953,China began Soviet-style industrialization.,politics,asia,4,britannica
asia-great-leap-1958,Great Leap Forward,1958,Mao launched an industrialization campaign.,politics,asia,4,britannica
asia-sino-soviet-split-1960,Sino-Soviet Split,1960,China broke with the Soviet Union.,politics,asia,5,britannica
asia-cultural-revolution-1966,Cultural Revolution Begins,1966,Mao purged rivals and upended society.,politics,asia,3,britannica
asia-ping-pong-diplomacy-1971,Ping-Pong Diplomacy,1971,American table tennis players visited China.,culture,asia,4,britannica
asia-nixon-visits-1972,Nixon Visits China,1972,Nixon's visit reopened US-China relations.,politics,asia,3,britannica
asia-mao-dies-1976,Mao Zedong Dies,1976,Mao's death ended the Cultural Revolution era.,politics,asia,3,britannica
asia-reform-opening-1978,Reform and Opening Up,1978,Deng Xiaoping launched market reforms.,politics,asia,2,britannica
asia-one-child-1979,One-Child Policy,1979,China restricted most families to one child.,politics,asia,3,britannica
asia-special-economic-zones-1980,Special Economic Zones,1980,Shenzhen and other zones opened to investment.,politics,asia,4,britannica
asia-tiananmen-1989,Tiananmen Square Protest,1989,Student protests were suppressed in Beijing.,politics,asia,4,britannica
asia-hong-kong-handover-1997,Hong Kong Handover,1997,Britain returned Hong Kong to China.,politics,asia,2,britannica
asia-macau-handover-1999,Macau Handover,1999,Portugal returned Macau to China.,politics,asia,3,britannica
asia-wto-2001,China Joins WTO,2001,China entered the World Trade Organization.,politics,asia,4,britannica
asia-shenzhou-2003,First Manned Spaceflight,2003,Yang Liwei flew aboard Shenzhou 5.,space,asia,3,britannica
asia-three-gorges-2003,Three Gorges Dam Fills,2003,The giant dam began generating power.,technology,asia,4,britannica
asia-beijing-olympics-2008,Beijing Hosts Olympics,2008,Beijing staged the Summer Olympics.,sports,asia,2,britannica
asia-high-speed-rail-2008,High-Speed Rail Opens,2008,China launched its first high-speed rail line.,technology,asia,4,britannica
asia-chang-e-2013,Chang'e-3 Moon Landing,2013,China's probe landed on the Moon.,space,asia,4,britannica
asia-chang-e-5-2020,Chang'e-5 Returns Samples,2020,China returned Moon samples to Earth.,space,asia,4,britannica
asia-tiangong-2021,Tiangong Station Crewed,2021,Astronauts boarded the Tiangong station.,space,asia,4,britannica
