id,title,year,description,category,region,difficulty,source
asia-kabir-1440,Kabir Born,1440,The poet-saint Kabir blended faiths.,culture,asia,4,britannica
asia-nanak-1469,Guru Nanak Born,1469,Nanak founded the Sikh tradition.,culture,asia,3,britannica
asia-vasco-gama-1498,Vasco da Gama Reaches India,1498,The Portuguese explorer landed at Calicut.,technology,asia,3,britannica
asia-panipat-1526,First Battle of Panipat,1526,Babur founded the Mughal empire.,war,asia,2,britannica
asia-akbar-1556,Akbar Becomes Emperor,1556,Akbar expanded and united Mughal India.,politics,asia,2,britannica
asia-talikota-1565,Battle of Talikota,1565,Vijayanagara fell to allied sultanates.,war,asia,4,britannica
asia-eic-1600,East India Company Founded,1600,London merchants received a royal charter.,politics,asia,4,britannica
asia-taj-begins-1631,Taj Mahal Construction Begins,1631,Shah Jahan ordered a tomb for Mumtaz Mahal.,technology,asia,3,britannica
asia-taj-completed-1653,Taj Mahal Completed,1653,The marble mausoleum took two decades.,culture,asia,2,britannica
asia-aurangzeb-1658,Aurangzeb Takes Power,1658,Aurangzeb seized the Mughal throne.,politics,asia,4,britannica
asia-aurangzeb-dies-1707,Aurangzeb Dies,1707,Mughal central power began to crumble.,politics,asia,4,britannica
asia-nadir-shah-1739,Nadir Shah Sacks Delhi,1739,The Persian ruler plundered Delhi.,war,asia,4,britannica
asia-plassey-1757,Battle of Plassey,1757,Robert Clive secured British dominance in Bengal.,war,asia,2,britannica
asia-buxar-1764,Battle of Buxar,1764,The East India Company defeated Indian rulers.,war,asia,4,britannica
asia-diwani-1765,Company Wins Diwani Rights,1765,Britain gained revenue rights over Bengal.,politics,asia,4,britannica
asia-bengal-famine-1770,Great Bengal Famine,1770,Misrule and drought caused millions of deaths.,politics,asia,4,britannica
asia-regulating-act-1773,Regulating Act,1773,London placed the Company under state oversight.,politics,asia,5,britannica
asia-permanent-settlement-1793,Permanent Settlement,1793,Britain fixed land revenues in Bengal.,politics,asia,5,britannica
asia-vellore-1806,Vellore Mutiny,1806,Indian sepoys revolted against the Company.,war,asia,4,britannica
asia-brahmo-samaj-1828,Brahmo Samaj Founded,1828,Ram Mohan Roy reformed Hinduism.,culture,asia,4,britannica
asia-english-education-1835,English Education Introduced,1835,English became the medium of higher education.,culture,asia,4,britannica
asia-first-railway-1853,First Passenger Railway,1853,Trains ran from Bombay to Thane.,technology,asia,3,britannica
asia-mutiny-1857,Indian Rebellion of 1857,1857,Sepoys and rulers rose against British rule.,war,asia,2,britannica
asia-british-raj-1858,British Raj Begins,1858,The crown took direct control of India.,politics,asia,3,britannica
asia-tagore-1861,Tagore Born,1861,Rabindranath Tagore was born in Calcutta.,culture,asia,4,britannica
asia-gandhi-1869,Gandhi Born,1869,Mahatma Gandhi was born in Porbandar.,politics,asia,2,britannica
asia-congress-1885,Indian National Congress Founded,1885,Moderates founded the Congress party.,politics,asia,3,britannica
asia-partition-bengal-1905,Partition of Bengal,1905,Britain split Bengal and sparked protests.,politics,asia,4,britannica
asia-muslim-league-1906,Muslim League Founded,1906,Muslim leaders founded a separate party.,politics,asia,4,britannica
asia-capital-delhi-1911,Capital Moves to Delhi,1911,Britain shifted the capital from Calcutta.,politics,asia,4,britannica
asia-jallianwala-1919,Jallianwala Bagh Massacre,1919,Troops fired on a peaceful crowd in Amritsar.,politics,asia,3,britannica
asia-noncooperation-1920,Non-Cooperation Movement,1920,Gandhi launched nationwide civil disobedience.,politics,asia,3,britannica
asia-salt-march-1930,Dandi Salt March,1930,Gandhi marched to break the salt tax.,politics,asia,2,britannica
asia-government-act-1935,Government of India Act,1935,Britain created provincial legislatures.,politics,asia,5,britannica
asia-quit-india-1942,Quit India Movement,1942,Gandhi demanded immediate independence.,politics,asia,3,britannica
asia-bengal-famine-1943,Bengal Famine,1943,Wartime policies worsened a famine.,politics,asia,4,britannica
asia-independence-1947,India Gains Independence,1947,India and Pakistan became separate nations.,politics,asia,1,britannica
asia-gandhi-assassinated-1948,Gandhi Assassinated,1948,The Mahatma was shot in Delhi.,politics,asia,3,britannica
asia-constitution-1950,Constitution Adopted,1950,India became a sovereign republic.,politics,asia,3,britannica
asia-states-reorg-1956,States Reorganized,1956,States were redrawn along language lines.,politics,asia,4,britannica
asia-sino-war-1962,Sino-Indian War,1962,China and India clashed in the Himalayas.,war,asia,3,britannica
asia-indo-pak-war-1965,Indo-Pakistani War,1965,India and Pakistan fought over Kashmir.,war,asia,4,britannica
asia-bangladesh-1971,Bangladesh Liberation War,1971,India aided Bangladesh's independence.,war,asia,3,britannica
asia-smiling-buddha-1974,Smiling Buddha Test,1974,India tested its first nuclear device.,science,asia,3,britannica
asia-emergency-1975,National Emergency,1975,Indira Gandhi suspended democratic rights.,politics,asia,4,britannica
asia-indira-assassinated-1984,Indira Gandhi Assassinated,1984,The prime minister was killed by guards.,politics,asia,3,britannica
asia-reforms-1991,Economic Reforms,1991,India opened its economy to markets.,politics,asia,3,britannica
asia-pokhran-1998,Pokhran Nuclear Tests,1998,India tested nuclear weapons again.,science,asia,3,britannica
asia-mumbai-attacks-2008,Mumbai Attacks,2008,Militants attacked India's financial capital.,war,asia,3,britannica
asia-modi-2014,Modi Becomes Prime Minister,2014,Narendra Modi took office.,politics,asia,3,britannica
asia-demonetization-2016,Demonetization,2016,India withdrew high-value banknotes.,politics,asia,4,britannica
asia-chandrayaan-2023,Chandrayaan-3 Lands on Moon,2023,India landed near the lunar south pole.,space,asia,2,britannica
