section,sectionId,appId,label,primaryCategory,secondaryCategory,icon,version,lastUpdated,fileSize,href,releasesAction,releasesUrl,aabUrl,apkUrl,dmgUrl,appImageUrl,debUrl,msiUrl,exeUrl,rpmUrl
Apps (Hybrid),apps-hybrid,code,Code,Developer Tools,Productivity,PiCodeSimple,0.0.1,2025-01-01,,https://hieudoanm.github.io/free/code,View Releases,https://github.com/hieudoanm/hieudoanm.github.io/releases/tag/app-hybrid-developer-tools-code-latest,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-developer-tools-code-latest/app-universal-release.aab,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-developer-tools-code-latest/app-universal-release.apk,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-developer-tools-code-latest/code_aarch64.dmg,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-developer-tools-code-latest/code_amd64.AppImage,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-developer-tools-code-latest/code_amd64.deb,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-developer-tools-code-latest/code_x64.msi,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-developer-tools-code-latest/code_x64.exe,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-developer-tools-code-latest/code_x86_64.rpm
Apps (Hybrid),apps-hybrid,countries,Countries,Games,Entertainment,PiGlobeHemisphereWest,0.0.1,2025-01-01,,https://hieudoanm.github.io/free/countries,View Releases,https://github.com/hieudoanm/hieudoanm.github.io/releases/tag/app-hybrid-games-countries-latest,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-games-countries-latest/app-universal-release.aab,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-games-countries-latest/app-universal-release.apk,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-games-countries-latest/countries_aarch64.dmg,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-games-countries-latest/countries_amd64.AppImage,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-games-countries-latest/countries_amd64.deb,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-games-countries-latest/countries_x64.msi,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-games-countries-latest/countries_x64.exe,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-games-countries-latest/countries_x86_64.rpm
Apps (Hybrid),apps-hybrid,csv,CSV,Productivity,Business,PiTable,0.0.1,2025-01-01,,https://hieudoanm.github.io/free/csv,View Releases,https://github.com/hieudoanm/hieudoanm.github.io/releases/tag/app-hybrid-productivity-csv-latest,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-productivity-csv-latest/app-universal-release.aab,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-productivity-csv-latest/app-universal-release.apk,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-productivity-csv-latest/csv_aarch64.dmg,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-productivity-csv-latest/csv_amd64.AppImage,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-productivity-csv-latest/csv_amd64.deb,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-productivity-csv-latest/csv_x64.msi,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-productivity-csv-latest/csv_x64.exe,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-productivity-csv-latest/csv_x86_64.rpm
Apps (Hybrid),apps-hybrid,database,Database,Developer Tools,Business,PiDatabase,0.0.1,2025-01-01,,https://hieudoanm.github.io/free/database,View Releases,https://github.com/hieudoanm/hieudoanm.github.io/releases/tag/app-hybrid-developer-tools-database-latest,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-developer-tools-database-latest/app-universal-release.aab,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-developer-tools-database-latest/app-universal-release.apk,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-developer-tools-database-latest/database_aarch64.dmg,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-developer-tools-database-latest/database_amd64.AppImage,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-developer-tools-database-latest/database_amd64.deb,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-developer-tools-database-latest/database_x64.msi,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-developer-tools-database-latest/database_x64.exe,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-developer-tools-database-latest/database_x86_64.rpm
Apps (Hybrid),apps-hybrid,diagram,Diagram,Developer Tools,Graphics & Design,PiPaintBrush,0.0.1,2025-01-01,,https://hieudoanm.github.io/free/diagram,View Releases,https://github.com/hieudoanm/hieudoanm.github.io/releases/tag/app-hybrid-developer-tools-diagram-latest,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-developer-tools-diagram-latest/app-universal-release.aab,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-developer-tools-diagram-latest/app-universal-release.apk,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-developer-tools-diagram-latest/diagram_aarch64.dmg,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-developer-tools-diagram-latest/diagram_amd64.AppImage,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-developer-tools-diagram-latest/diagram_amd64.deb,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-developer-tools-diagram-latest/diagram_x64.msi,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-developer-tools-diagram-latest/diagram_x64.exe,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-developer-tools-diagram-latest/diagram_x86_64.rpm
Apps (Hybrid),apps-hybrid,docs,Docs,Utilities,Productivity,PiGear,0.0.1,2025-01-01,,https://hieudoanm.github.io/free/docs,View Releases,https://github.com/hieudoanm/hieudoanm.github.io/releases/tag/app-hybrid-utilities-docs-latest,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-utilities-docs-latest/app-universal-release.aab,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-utilities-docs-latest/app-universal-release.apk,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-utilities-docs-latest/hieudoanm_next_aarch64.dmg,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-utilities-docs-latest/hieudoanm_next_amd64.AppImage,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-utilities-docs-latest/hieudoanm_next_amd64.deb,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-utilities-docs-latest/hieudoanm_next_x64.msi,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-utilities-docs-latest/hieudoanm_next_x64.exe,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-utilities-docs-latest/hieudoanm_next_x86_64.rpm
Apps (Hybrid),apps-hybrid,economics,Economics,Education,Games,PiCurrencyDollar,0.0.1,2025-01-01,,https://hieudoanm.github.io/free/economics,View Releases,https://github.com/hieudoanm/hieudoanm.github.io/releases/tag/app-hybrid-education-economics-latest,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-education-economics-latest/app-universal-release.aab,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-education-economics-latest/app-universal-release.apk,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-education-economics-latest/economics_aarch64.dmg,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-education-economics-latest/economics_amd64.AppImage,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-education-economics-latest/economics_amd64.deb,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-education-economics-latest/economics_x64.msi,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-education-economics-latest/economics_x64.exe,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-education-economics-latest/economics_x86_64.rpm
Apps (Hybrid),apps-hybrid,eyes,Eyes,Medical,Health & Fitness,PiEye,0.0.1,2025-01-01,,https://hieudoanm.github.io/free/eyes,View Releases,https://github.com/hieudoanm/hieudoanm.github.io/releases/tag/app-hybrid-medical-eyes-latest,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-medical-eyes-latest/app-universal-release.aab,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-medical-eyes-latest/app-universal-release.apk,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-medical-eyes-latest/eyes_aarch64.dmg,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-medical-eyes-latest/eyes_amd64.AppImage,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-medical-eyes-latest/eyes_amd64.deb,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-medical-eyes-latest/eyes_x64.msi,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-medical-eyes-latest/eyes_x64.exe,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-medical-eyes-latest/eyes_x86_64.rpm
Apps (Hybrid),apps-hybrid,football,Football,Sports,Games,PiSoccerBall,0.0.1,2025-01-01,,https://hieudoanm.github.io/free/football,View Releases,https://github.com/hieudoanm/hieudoanm.github.io/releases/tag/app-hybrid-sports-football-latest,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-sports-football-latest/app-universal-release.aab,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-sports-football-latest/app-universal-release.apk,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-sports-football-latest/football_aarch64.dmg,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-sports-football-latest/football_amd64.AppImage,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-sports-football-latest/football_amd64.deb,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-sports-football-latest/football_x64.msi,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-sports-football-latest/football_x64.exe,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-sports-football-latest/football_x86_64.rpm
Apps (Hybrid),apps-hybrid,foody,Foody,Food & Drink,Health & Fitness,PiHamburger,0.0.1,2025-01-01,,https://hieudoanm.github.io/free/foody,View Releases,https://github.com/hieudoanm/hieudoanm.github.io/releases/tag/app-hybrid-food-drink-foody-latest,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-food-drink-foody-latest/app-universal-release.aab,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-food-drink-foody-latest/app-universal-release.apk,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-food-drink-foody-latest/foody_aarch64.dmg,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-food-drink-foody-latest/foody_amd64.AppImage,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-food-drink-foody-latest/foody_amd64.deb,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-food-drink-foody-latest/foody_x64.msi,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-food-drink-foody-latest/foody_x64.exe,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-food-drink-foody-latest/foody_x86_64.rpm
Apps (Hybrid),apps-hybrid,history,History,Education,Games,PiBooks,0.0.1,2025-01-01,,https://hieudoanm.github.io/free/history,View Releases,https://github.com/hieudoanm/hieudoanm.github.io/releases/tag/app-hybrid-education-history-latest,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-education-history-latest/app-universal-release.aab,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-education-history-latest/app-universal-release.apk,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-education-history-latest/history_aarch64.dmg,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-education-history-latest/history_amd64.AppImage,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-education-history-latest/history_amd64.deb,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-education-history-latest/history_x64.msi,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-education-history-latest/history_x64.exe,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-education-history-latest/history_x86_64.rpm
Apps (Hybrid),apps-hybrid,keynotes,Keynotes,Productivity,Education,PiPresentation,0.0.1,2025-01-01,,https://hieudoanm.github.io/free/keynotes,View Releases,https://github.com/hieudoanm/hieudoanm.github.io/releases/tag/app-hybrid-productivity-keynotes-latest,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-productivity-keynotes-latest/app-universal-release.aab,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-productivity-keynotes-latest/app-universal-release.apk,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-productivity-keynotes-latest/keynotes_aarch64.dmg,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-productivity-keynotes-latest/keynotes_amd64.AppImage,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-productivity-keynotes-latest/keynotes_amd64.deb,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-productivity-keynotes-latest/keynotes_x64.msi,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-productivity-keynotes-latest/keynotes_x64.exe,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-productivity-keynotes-latest/keynotes_x86_64.rpm
Apps (Hybrid),apps-hybrid,lingo,Lingo,Education,Games,PiGraduationCap,0.0.1,2025-01-01,,https://hieudoanm.github.io/free/lingo,View Releases,https://github.com/hieudoanm/hieudoanm.github.io/releases/tag/app-hybrid-education-lingo-latest,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-education-lingo-latest/app-universal-release.aab,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-education-lingo-latest/app-universal-release.apk,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-education-lingo-latest/lingo_aarch64.dmg,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-education-lingo-latest/lingo_amd64.AppImage,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-education-lingo-latest/lingo_amd64.deb,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-education-lingo-latest/lingo_x64.msi,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-education-lingo-latest/lingo_x64.exe,https://github.com/hieudoanm/hieudoanm.github.io/releases/download/app-hybrid-education-lingo-latest/lingo_x86_64.rpm
