id,title,year,description,category,region,difficulty,source
africa-abu-simbel-move-1968,Abu Simbel Relocated,1968,Engineers moved the temples above the flood zone.,culture,africa,3,britannica
africa-aswan-dam-complete-1970,Aswan Dam Completed,1970,The dam began providing power and water.,technology,africa,4,britannica
africa-sadat-president-1970,Sadat Becomes President,1970,Anwar Sadat succeeded Nasser.,politics,africa,3,britannica
africa-october-war-1973,October War,1973,Egypt crossed the Suez Canal into Sinai.,war,africa,2,britannica
africa-camp-david-1978,Camp David Accords,1978,Egypt and Israel agreed to peace at Camp David.,politics,africa,3,britannica
africa-peace-treaty-1979,Egypt-Israel Treaty Signed,1979,The two nations signed a formal peace.,politics,africa,3,britannica
africa-sadat-assassinated-1981,Sadat Assassinated,1981,Sadat was killed at a military parade.,politics,africa,3,britannica
africa-mubarak-1981,Mubarak Takes Office,1981,Hosni Mubarak became president.,politics,africa,4,britannica
africa-cairo-earthquake-1992,Cairo Earthquake,1992,A deadly quake struck Cairo.,culture,africa,5,britannica
africa-bibliotheca-alexandrina-2002,Bibliotheca Alexandrina Opens,2002,The new Alexandria library opened.,culture,africa,4,britannica
africa-egyptian-revolution-2011,January 25 Revolution,2011,Protests forced Mubarak from power.,politics,africa,3,britannica
africa-morsi-elected-2012,Morsi Elected President,2012,Mohamed Morsi became the first elected president.,politics,africa,4,britannica
africa-sisis-coup-2013,2013 Military Takeover,2013,The military removed President Morsi.,politics,africa,4,britannica
africa-sisi-president-2014,Sisi Becomes President,2014,Abdel Fattah el-Sisi took office.,politics,africa,4,britannica
africa-new-admin-capital-2015,New Capital Announced,2015,Egypt announced plans for a new capital.,technology,africa,5,britannica
