id,title,year,description,category,region,difficulty,source
americas-tlatelolco-massacre-1968,Tlatelolco Massacre,1968,Troops fired on students at Tlatelolco.,politics,americas,3,britannica
americas-1968-olympics-1968,Mexico City Olympics,1968,Mexico hosted the Summer Olympic Games.,sports,americas,3,britannica
americas-1970-world-cup-1970,World Cup Hosted,1970,Mexico hosted the FIFA World Cup.,sports,americas,3,britannica
americas-corpus-christi-1971,Corpus Christi Massacre,1971,Paramilitaries attacked student marchers.,politics,americas,5,britannica
americas-oil-boom-1978,Oil Boom,1978,Huge oil reserves boosted the economy.,technology,americas,5,britannica
americas-debt-crisis-1982,Debt Crisis,1982,Mexico defaulted on its foreign debt.,politics,americas,3,britannica
americas-1985-earthquake-1985,Mexico City Earthquake,1985,A huge quake devastated the capital.,culture,americas,3,britannica
americas-neri-vela-1985,Neri Vela Flies to Space,1985,Rodolfo Neri Vela became Mexico's first astronaut.,space,americas,4,britannica
americas-1986-world-cup-1986,World Cup Hosted Again,1986,Mexico hosted the 1986 FIFA World Cup.,sports,americas,4,britannica
americas-1988-election-1988,Contested 1988 Election,1988,Allegations of fraud marred the presidential vote.,politics,americas,4,britannica
americas-nafta-1994,NAFTA Takes Effect,1994,Mexico joined the North American Free Trade Agreement.,politics,americas,3,britannica
americas-zapatista-1994,Zapatista Uprising,1994,Rebels rose up in Chiapas on New Year's Day.,war,americas,3,britannica
americas-colosio-killed-1994,Colosio Assassinated,1994,Presidential candidate Luis Donaldo Colosio was shot.,politics,americas,4,britannica
americas-peso-crisis-1995,Peso Crisis,1995,The peso collapsed after the December devaluation.,politics,americas,4,britannica
americas-fox-president-2000,Fox Wins the Presidency,2000,Vicente Fox ended seventy-one years of PRI rule.,politics,americas,2,britannica
americas-drug-war-2006,Drug War Intensifies,2006,President Calderón deployed troops against cartels.,war,americas,3,britannica
americas-swine-flu-2009,Swine Flu Outbreak,2009,Mexico City became the epicentre of the H1N1 outbreak.,medicine,americas,4,britannica
americas-pena-nieto-2012,Peña Nieto Becomes President,2012,Enrique Peña Nieto returned the PRI to power.,politics,americas,4,britannica
americas-ayotzinapa-2014,Ayotzinapa Disappearances,2014,Forty-three students vanished in Iguala.,politics,americas,4,britannica
americas-2017-earthquake-2017,2017 Earthquake,2017,A powerful quake struck central Mexico.,culture,americas,4,britannica
americas-amlo-president-2018,AMLO Becomes President,2018,Andrés Manuel López Obrador took office.,politics,americas,4,britannica
americas-roma-oscars-2019,Roma Wins Three Oscars,2019,Alfonso Cuarón's Roma earned three Academy Awards.,film,americas,3,britannica
americas-covid-pandemic-2020,COVID-19 Pandemic,2020,Mexico faced severe coronavirus outbreaks.,medicine,americas,4,britannica
americas-sheinbaum-president-2024,Sheinbaum Becomes President,2024,Claudia Sheinbaum became the first female president.,politics,americas,3,britannica
