id,title,year,description,category,region,difficulty,source
europe-david-1504,Michelangelo's David,1504,The statue was unveiled in Florence.,culture,europe,3,britannica
europe-sistine-1508,Sistine Ceiling Painted,1508,Michelangelo painted the Sistine ceiling.,culture,europe,3,britannica
europe-prince-1513,The Prince Written,1513,Machiavelli wrote his political manual.,culture,europe,3,britannica
europe-sack-rome-1527,Sack of Rome,1527,Imperial troops plundered Rome.,war,europe,3,britannica
europe-galileo-1610,Galileo Observes Jupiter,1610,Galileo turned a telescope on the moons.,science,europe,3,britannica
europe-galileo-trial-1633,Galileo Condemned,1633,The Church forced Galileo to recant.,science,europe,3,britannica
europe-pompeii-1748,Pompeii Excavated,1748,Buried ruins were uncovered at Pompeii.,culture,europe,4,britannica
europe-napoleon-italy-1796,Napoleon Invades Italy,1796,Napoleon conquered northern Italy.,war,europe,3,britannica
europe-venice-falls-1797,Venice Falls,1797,Venice's ancient republic came to an end.,war,europe,4,britannica
europe-campo-formio-1797,Treaty of Campo Formio,1797,Austria ceded territory to France.,politics,europe,4,britannica
europe-marengo-1800,Battle of Marengo,1800,Napoleon defeated Austria in Italy.,war,europe,4,britannica
europe-napoleon-king-1805,Napoleon Crowned King of Italy,1805,Napoleon took the iron crown.,politics,europe,4,britannica
europe-congress-vienna-1815,Congress of Vienna,1815,The powers redrew Europe's map.,politics,europe,3,britannica
europe-carbonari-1820,Carbonari Revolts,1820,Secret societies rose against restored rulers.,politics,europe,4,britannica
europe-young-italy-1831,Young Italy Founded,1831,Mazzini called for a unified republic.,politics,europe,4,britannica
europe-revolutions-1848,Revolutions of 1848,1848,Uprisings shook the Italian states.,politics,europe,3,britannica
europe-solferino-1859,Battle of Solferino,1859,Austria was driven from Lombardy.,war,europe,4,britannica
europe-garibaldi-1860,Garibaldi's Expedition,1860,Garibaldi conquered the south.,war,europe,3,britannica
europe-unification-1861,Italy Unifies,1861,Victor Emmanuel II became king of Italy.,politics,europe,2,britannica
europe-capital-florence-1865,Florence Becomes Capital,1865,The capital moved from Turin to Florence.,politics,europe,4,britannica
europe-rome-capital-1870,Rome Becomes Capital,1870,Rome joined and led the new kingdom.,politics,europe,3,britannica
europe-libya-1911,Italy Takes Libya,1911,Italy seized Libya from the Ottomans.,war,europe,4,britannica
europe-italy-ww1-1915,Italy Enters World War I,1915,Italy joined the Allies against Austria.,war,europe,3,britannica
europe-vittorio-veneto-1918,Battle of Vittorio Veneto,1918,Italy won a decisive final victory.,war,europe,4,britannica
europe-fasci-1919,Mussolini Founds the Fasci,1919,The Fascist movement was launched in Milan.,politics,europe,4,britannica
europe-march-rome-1922,March on Rome,1922,Mussolini took power in Italy.,politics,europe,3,britannica
europe-lateran-1929,Lateran Treaty,1929,The Vatican became an independent state.,politics,europe,4,britannica
europe-ethiopia-1935,Italy Invades Ethiopia,1935,Mussolini conquered Ethiopia.,war,europe,3,britannica
europe-axis-1936,Rome-Berlin Axis,1936,Italy and Germany formed the Axis alliance.,politics,europe,4,britannica
europe-italy-ww2-1940,Italy Enters World War II,1940,Italy joined the war on Germany's side.,war,europe,3,britannica
europe-armistice-1943,Italy Surrenders,1943,Italy left the Axis and changed sides.,war,europe,4,britannica
europe-liberation-1945,Italy Liberated,1945,Allied forces completed the liberation.,war,europe,4,britannica
europe-republic-1946,Italian Republic Founded,1946,Italians voted to abolish the monarchy.,politics,europe,3,britannica
europe-treaty-rome-1957,Treaty of Rome,1957,The treaty created the European Economic Community.,politics,europe,3,britannica
europe-rome-olympics-1960,Rome Hosts Olympics,1960,Rome staged the summer games.,sports,europe,3,britannica
europe-moro-1978,Aldo Moro Kidnapped,1978,The Red Brigades killed the former premier.,politics,europe,4,britannica
europe-mani-pulite-1992,Mani Pulite Investigations,1992,Corruption probes swept Italian politics.,politics,europe,4,britannica
europe-berlusconi-1994,Berlusconi Becomes Prime Minister,1994,The media tycoon won a landslide.,politics,europe,4,britannica
